,금융회사,상품명,세전이자율,세후이자율,세후이자(예시),최고우대금리,이자계산방식,기간,비교 공시일,담당부서 및 연락처,우대조건,가입대상.1,가입방법,만기후 이자율,기타유의사항,등급,cluster_km,우대사항정리,급여이체,마케팅동의,자동이체,카드실적,최초거래,주택청약,비대면,영업점,해당은행,이체횟수,만기,변동금리,이벤트,기타,나이,환경,신혼,반려인,직장인,여행
277,바로저축은행,정기예금,3.00%,2.54%,"761,400",3.00%,단리,36개월,2023-10-27,(예/적금) 자금효율부 02-3467-0157 (공시) 영업기획부 02-3467-0107,없음,제한없음,영업점,"* 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리","1. 최소가입금액: 10만원이상
2. 정기예금 12개월 초과 3.00% (정기예금 12개월만 4.30% 적용)",3,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
278,바로저축은행,SB톡톡 정기예금(비대면),3.00%,2.54%,"795,675",3.00%,복리,36개월,2023-10-17,(예/적금) 자금효율부 02-3467-0157 (공시) 영업기획부 02-3467-0107,없음,제한없음,온라인,"* 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리","1. 최소가입금액: 10만원이상
2. 정기예금 12개월 초과 3.00% (정기예금 12개월만 4.20% 적용)",3,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
279,바로저축은행,SB톡톡 정기예금(비대면),3.00%,2.54%,"761,400",3.00%,단리,36개월,2023-10-17,(예/적금) 자금효율부 02-3467-0157 (공시) 영업기획부 02-3467-0107,없음,제한없음,온라인,"* 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리","1. 최소가입금액: 10만원이상
2. 정기예금 12개월 초과 3.00% (정기예금 12개월만 4.20% 적용)",3,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
280,상상인저축은행,369회전정기예금,3.00%,2.54%,"795,675",3.00%,복리,36개월,2023-05-08,"예금/대출 문의 : 1577-1771, 공시부서 : 경영기획팀",없음,제한없음,영업점,만기후 1개월 이내 : 최종 회전이율과 만기시점 동일상품 동일계약기간의 신규약정이율 중 낮은 이율 만기후 1개월 초과 : 연 0.1%(세전),없음,4,5,우대사항없음,,,,,,,,,,,,,,,,,,,,
281,상상인저축은행,369회전정기예금,3.00%,2.54%,"761,400",3.00%,단리,36개월,2023-05-08,"예금/대출 문의 : 1577-1771, 공시부서 : 경영기획팀",없음,제한없음,영업점,만기후 1개월 이내 : 최종 회전이율과 만기시점 동일상품 동일계약기간의 신규약정이율 중 낮은 이율 만기후 1개월 초과 : 연 0.1%(세전),없음,4,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
282,상상인플러스저축은행,369회전정기예금,3.00%,2.54%,"795,675",3.00%,복리,36개월,2023-03-04,예적금 문의 16002100,없음,제한없음,영업점,"만기후 1개월 이내 : 최종 회전이율과 만기시점 동일상품 동일계약기간의 신규약정이율 중 낮은 이율
만기후 1개월 초과 : 연 0.1%(세전)","실제예치기간별 차등금리
1개월 미만: 연0.1%(세전)
1개월 이상~12개월 미만: 약정이율50%
[1회전주기 도래 전] 예금일 당시 회전정기예금 중도해지 이자율 적용
[회전주기 도래 후] 회전주기 충족분은 정상이자율 적용, 잔여분은 중도해지 이자율 적용",4,5,우대사항없음,,,,,,,,,,,,,,,,,,,,
283,상상인플러스저축은행,369회전정기예금,3.00%,2.54%,"761,400",3.00%,단리,36개월,2023-03-04,예적금 문의 16002100,없음,제한없음,영업점,"만기후 1개월 이내 : 최종 회전이율과 만기시점 동일상품 동일계약기간의 신규약정이율 중 낮은 이율
만기후 1개월 초과 : 연 0.1%(세전)","실제예치기간별 차등금리
1개월 미만: 연0.1%(세전)
1개월 이상~12개월 미만: 약정이율50%
[1회전주기 도래 전] 예금일 당시 회전정기예금 중도해지 이자율 적용
[회전주기 도래 후] 회전주기 충족분은 정상이자율 적용, 잔여분은 중도해지 이자율 적용",4,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
284,신한은행,쏠편한 정기예금,3.00%,2.54%,"761,400",3.45%,단리,36개월,2023-10-20,개인고객부 1577-8000(수신) 개인고객부 1577-8000(여신),해당사항없음,만14세이상 개인고객,온라인,"-1개월 이하: (일반) 정기예금 기본금리 1/2
(단, 최저금리 0.10%)
-1개월 초과~6개월 이하: (일반) 정기예금 기본금리의 1/4
(단, 최저금리 0.10%)
-6개월 초과:  0.10%","1. 가입한도 :
 1만원 이상",1,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
285,우리금융저축은행,우리E음정기예금,3.00%,2.54%,"761,400",3.00%,단리,36개월,2023-11-03,"고객문의: 1599-0776, (공시) 영업기획부",우리WON저축은행 앱 전용상품,개인(만19세이상),온라인,*만기 후 1개월 이내: 가입 시 약정이율과 만기 시 판매이율 중 낮은금리 적용 *1개월 초과 시 : 연0.3% *2019.07.01. 이후 가입분 부터적용.이전가입분은 연0.3%,* 중도해지 시 예치기간에 따라 차등 적용 ■1개월미만 : 연0.3% (보통예금이율) ■1개월이상 3개월미만 : 약정이율 x 50% ■3개월이상 6개월미만 : 약정이율 x 55% ■6개월이상 12개월미만 : 약정이율 x 60% ■12개월이상 : 약정이율 x 70%,3,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
286,우리금융저축은행,우리E음정기예금,3.00%,2.54%,"795,675",3.00%,복리,36개월,2023-11-03,"고객문의: 1599-0776, (공시) 영업기획부",우리WON저축은행 앱 전용상품,개인(만19세이상),온라인,*만기 후 1개월 이내: 가입 시 약정이율과 만기 시 판매이율 중 낮은금리 적용 *1개월 초과 시 : 연0.3% *2019.07.01. 이후 가입분 부터적용.이전가입분은 연0.3%,* 중도해지 시 예치기간에 따라 차등 적용 ■1개월미만 : 연0.3% (보통예금이율) ■1개월이상 3개월미만 : 약정이율 x 50% ■3개월이상 6개월미만 : 약정이율 x 55% ■6개월이상 12개월미만 : 약정이율 x 60% ■12개월이상 : 약정이율 x 70%,3,9,우대사항없음,,,,,,,,,,,,,,,,,,,,
287,우리금융저축은행,정기예금,3.00%,2.54%,"795,675",3.00%,복리,36개월,2023-11-03,"고객문의: 1599-0776, (공시) 영업기획부",-,제한없음,영업점,*만기 후 1개월 이내: 가입 시 약정이율과 만기 시 판매이율 중 낮은금리 적용 *1개월 초과 시 : 연0.3% *2019.07.01. 이후 가입분 부터적용.이전가입분은 연0.3%,* 중도해지 시 예치기간에 따라 차등 적용 ■1개월미만 : 연0.3% (보통예금이율) ■1개월이상 3개월미만 : 약정이율 x 50% ■3개월이상 6개월미만 : 약정이율 x 55% ■6개월이상 12개월미만 : 약정이율 x 60% ■12개월이상 : 약정이율 x 70%,3,5,우대사항없음,,,,,,,,,,,,,,,,,,,,
288,우리금융저축은행,정기예금,3.00%,2.54%,"761,400",3.00%,단리,36개월,2023-11-03,"고객문의: 1599-0776, (공시) 영업기획부",-,제한없음,영업점,*만기 후 1개월 이내: 가입 시 약정이율과 만기 시 판매이율 중 낮은금리 적용 *1개월 초과 시 : 연0.3% *2019.07.01. 이후 가입분 부터적용.이전가입분은 연0.3%,* 중도해지 시 예치기간에 따라 차등 적용 ■1개월미만 : 연0.3% (보통예금이율) ■1개월이상 3개월미만 : 약정이율 x 50% ■3개월이상 6개월미만 : 약정이율 x 55% ■6개월이상 12개월미만 : 약정이율 x 60% ■12개월이상 : 약정이율 x 70%,3,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
289,우리금융저축은행,e-정기예금,3.00%,2.54%,"761,400",3.00%,단리,36개월,2023-11-03,"고객문의: 1599-0776, (공시) 영업기획부",-,제한없음,온라인,*만기 후 1개월 이내: 가입 시 약정이율과 만기 시 판매이율 중 낮은금리 적용 *1개월 초과 시 : 연0.3% *2019.07.01. 이후 가입분 부터적용.이전가입분은 연0.3%,* 중도해지 시 예치기간에 따라 차등 적용 ■1개월미만 : 연0.3% (보통예금이율) ■1개월이상 3개월미만 : 약정이율 x 50% ■3개월이상 6개월미만 : 약정이율 x 55% ■6개월이상 12개월미만 : 약정이율 x 60% ■12개월이상 : 약정이율 x 70%,3,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
290,우리금융저축은행,e-정기예금,3.00%,2.54%,"795,675",3.00%,복리,36개월,2023-11-03,"고객문의: 1599-0776, (공시) 영업기획부",-,제한없음,온라인,*만기 후 1개월 이내: 가입 시 약정이율과 만기 시 판매이율 중 낮은금리 적용 *1개월 초과 시 : 연0.3% *2019.07.01. 이후 가입분 부터적용.이전가입분은 연0.3%,* 중도해지 시 예치기간에 따라 차등 적용 ■1개월미만 : 연0.3% (보통예금이율) ■1개월이상 3개월미만 : 약정이율 x 50% ■3개월이상 6개월미만 : 약정이율 x 55% ■6개월이상 12개월미만 : 약정이율 x 60% ■12개월이상 : 약정이율 x 70%,3,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
291,융창저축은행,정기예금,3.00%,2.54%,"795,675",3.00%,복리,36개월,2023-10-27,"경영기획팀, 02-2610-8048",없음,제한없음,영업점,"- 만기 후 1개월 이하: 예금 계좌의 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율 적용
- 만기 후 1개월 초과:0.2%",없음,5,5,우대사항없음,,,,,,,,,,,,,,,,,,,,
292,융창저축은행,정기예금,3.00%,2.54%,"761,400",3.00%,단리,36개월,2023-10-27,"경영기획팀, 02-2610-8048",없음,제한없음,영업점,"- 만기 후 1개월 이하: 예금 계좌의 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율 적용
- 만기 후 1개월 초과:0.2%",없음,5,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
293,융창저축은행,e정기예금,3.00%,2.54%,"761,400",3.00%,단리,36개월,2023-10-27,"경영기획팀, 02-2610-8048",없음,제한없음,온라인,"- 만기 후 1개월 이하: 예금 계좌의 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율 적용
- 만기 후 1개월 초과:0.2%",없음,5,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
294,융창저축은행,e정기예금,3.00%,2.54%,"795,675",3.00%,복리,36개월,2023-10-27,"경영기획팀, 02-2610-8048",없음,제한없음,온라인,"- 만기 후 1개월 이하: 예금 계좌의 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율 적용
- 만기 후 1개월 초과:0.2%",없음,5,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
295,융창저축은행,SB톡톡 정기예금,3.00%,2.54%,"761,400",3.00%,단리,36개월,2023-10-27,"경영기획팀, 02-2610-8048",없음,제한없음,온라인,"- 만기 후 1개월 이하: 예금 계좌의 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율 적용
- 만기 후 1개월 초과:0.2%",없음,5,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
296,융창저축은행,SB톡톡 정기예금,3.00%,2.54%,"795,675",3.00%,복리,36개월,2023-10-27,"경영기획팀, 02-2610-8048",없음,제한없음,온라인,"- 만기 후 1개월 이하: 예금 계좌의 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율 적용
- 만기 후 1개월 초과:0.2%",없음,5,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
297,제주은행,J정기예금 (만기지급식),3.00%,2.54%,"761,400",3.50%,단리,36개월,2023-10-20,"영업추진본부, 064-720-0287","- 아래의 우대요건 충족시 최고 0.1%p 추가 우대 ①비대면 채널 가입시 0.3%제공(신규시제공) (단, 이벤트시 디지털 채널에 고시한 우대금리를 추가 적용할 수 있음) ②신규일로부터 만기달 제외한 계약기간의 1/2이상 매월 Jbank로그인 시 0.2%제공(만기시제공)","실명의 
개인 및 
개인사업자",온라인,"- 만기후 1개월 이내 : (일반)정기예금 기본이자율의 50%
(단, 최저금리 0.1%)
- 만기후 1개월 초과 3개월 이내 : (일반)정기예금 기본이자율의 25%
(단, 최저금리 0.1%)
- 만기후 3개월 초과 : 0.1%",가입금액 : 30만원 이상,1,8,"* 비대면 : 0.3% 
* 이벤트 : 0.2% [18개월 이상 매월 Jbank 로그인시]",,,,,,,0.3%,,,,,,0.2%,,,,,,,
298,페퍼저축은행,정기예금,3.00%,2.54%,"795,675",3.00%,복리,36개월,2023-11-03,예금담당자 03180159344 대출문의 15990722,우대사항없음,제한없음,영업점,"* 만기 후 1개월 이내 기간 : 당초 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은이율
* 만기 후 1개월 초과 이후 기간 : 보통예금 이율(연 0.50%) 적용",최소가입금액: 10만원 이상,5,5,우대사항없음,,,,,,,,,,,,,,,,,,,,
299,페퍼저축은행,정기예금,3.00%,2.54%,"761,400",3.00%,단리,36개월,2023-11-03,예금담당자 03180159344 대출문의 15990722,우대사항없음,제한없음,영업점,"* 만기 후 1개월 이내 기간 : 당초 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은이율
* 만기 후 1개월 초과 이후 기간 : 보통예금 이율(연 0.50%) 적용",최소가입금액: 10만원 이상,5,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
300,페퍼저축은행,"정기예금 (인터넷, 모바일,비대면)",3.00%,2.54%,"795,675",3.00%,복리,36개월,2023-11-03,예금담당자 03180159344 대출문의 15990722,우대사항없음,제한없음,온라인,"* 만기 후 1개월 이내 기간 : 당초 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은이율
* 만기 후 1개월 초과 이후 기간 : 보통예금 이율(연 0.50%) 적용",최소가입금액: 10만원 이상,5,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
301,페퍼저축은행,"정기예금 (인터넷, 모바일,비대면)",3.00%,2.54%,"761,400",3.00%,단리,36개월,2023-11-03,예금담당자 03180159344 대출문의 15990722,우대사항없음,제한없음,온라인,"* 만기 후 1개월 이내 기간 : 당초 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은이율
* 만기 후 1개월 초과 이후 기간 : 보통예금 이율(연 0.50%) 적용",최소가입금액: 10만원 이상,5,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
302,페퍼저축은행,페퍼루 중도해지 Free정기예금,3.00%,2.54%,"795,675",3.00%,복리,36개월,2023-03-02,예금담당자 03180159344 대출문의 15990722,우대사항없음,제한없음,영업점,"* 만기 후 1개월 이내 기간 : 당초 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은이율
* 만기 후 1개월 초과 이후 기간 : 보통예금 이율(연 0.50%) 적용",최소가입금액: 10만원 이상,5,5,우대사항없음,,,,,,,,,,,,,,,,,,,,
303,페퍼저축은행,"페퍼루 중도해지 Free정기예금(인터넷,모바일,비대면)",3.00%,2.54%,"795,675",3.00%,복리,36개월,2023-03-02,예금담당자 03180159344 대출문의 15990722,우대사항없음,제한없음,온라인,"* 만기 후 1개월 이내 기간 : 당초 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은이율
* 만기 후 1개월 초과 이후 기간 : 보통예금 이율(연 0.50%) 적용",최소가입금액: 10만원 이상,5,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
304,페퍼저축은행,페퍼스 정기예금 (디지털페퍼앱),3.00%,2.54%,"795,675",3.00%,복리,36개월,2023-11-03,예금담당자 03180159344 대출문의 15990722,우대사항없음,실명의 개인,온라인,"* 만기 후 1개월 이내 기간 : 당초 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은이율
* 만기 후 1개월 초과 이후 기간 : 보통예금 이율(연 0.50%) 적용","비대면 전용상품
최소가입금액: 10만원 이상",5,9,우대사항없음,,,,,,,,,,,,,,,,,,,,
305,페퍼저축은행,페퍼스 정기예금 (디지털페퍼앱),3.00%,2.54%,"761,400",3.00%,단리,36개월,2023-11-03,예금담당자 03180159344 대출문의 15990722,우대사항없음,실명의 개인,온라인,"* 만기 후 1개월 이내 기간 : 당초 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은이율
* 만기 후 1개월 초과 이후 기간 : 보통예금 이율(연 0.50%) 적용","비대면 전용상품
최소가입금액: 10만원 이상",5,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
306,페퍼저축은행,페퍼스 중도해지Free정기예금(디지털페퍼앱),3.00%,2.54%,"795,675",3.00%,복리,36개월,2023-03-02,예금담당자 03180159344 대출문의 15990722,우대사항없음,실명의 개인,온라인,"* 만기 후 1개월 이내 기간 : 당초 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은이율
* 만기 후 1개월 초과 이후 기간 : 보통예금 이율(연 0.50%) 적용","비대면 전용상품
최소가입금액: 10만원 이상",5,9,우대사항없음,,,,,,,,,,,,,,,,,,,,
307,CK저축은행,"정기예금(인터넷,모바일,비대면)",3.00%,2.54%,"795,675",3.00%,복리,36개월,2023-11-07,"영업부,0332528411",없음,제한없음,온라인,- 만기 후 1개월 이내 : 약정금리 - 만기 후 1개월 초과 : 연 0.1%,스마트폰 및 인터넷 전용가입,5,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
308,CK저축은행,"정기예금(인터넷,모바일,비대면)",3.00%,2.54%,"761,400",3.00%,단리,36개월,2023-11-07,"영업부,0332528411",없음,제한없음,온라인,- 만기 후 1개월 이내 : 약정금리 - 만기 후 1개월 초과 : 연 0.1%,스마트폰 및 인터넷 전용가입,5,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
309,에스비아이저축은행,복리정기예금,3.00%,2.54%,"795,675",3.50%,복리,36개월,2023-10-26,"고객문의 1566-2210, 사이다 상품 전용 고객문의 1644-5277, (공시)리테일마케팅팀",- 만기우대금리 : 연1.30%p(12개월 가입 기준),만 17세이상,온라인,"- 만기 후 1개월 이하: 약정금리
- 만기 후 1개월 초과: 연0.2%",없음,2,9,* 만기 : 0.5%,,,,,,,,,,,0.5%,,,,,,,,,
310,에스비아이저축은행,정기예금,3.00%,2.54%,"795,675",3.10%,복리,36개월,2023-10-26,"고객문의 1566-2210, 사이다 상품 전용 고객문의 1644-5277, (공시)리테일마케팅팀",1) 창구가입시 : 최대 0.2%p(12개월 가입기준) 2) 인터넷뱅킹(스마트뱅킹 포함) 가입 시 : 연0.3%p(12개월 가입기즌),제한없음,모두가능,"- 만기 후 1개월 이하: 약정금리와 만기시 동기간 금리 중 낮은 금리
- 만기 후 1개월 초과: 보통예금이율",없음,2,4,* 만기 : 0.1%,,,,,,,,,,,0.1%,,,,,,,,,
311,에스비아이저축은행,정기예금,3.00%,2.54%,"761,400",3.10%,단리,36개월,2023-10-26,"고객문의 1566-2210, 사이다 상품 전용 고객문의 1644-5277, (공시)리테일마케팅팀",1) 창구가입시 : 최대 0.2%p(12개월 가입기준) 2) 인터넷뱅킹(스마트뱅킹 포함) 가입 시 : 연0.3%p(12개월 가입기즌),제한없음,모두가능,"- 만기 후 1개월 이하: 약정금리와 만기시 동기간 금리 중 낮은 금리
- 만기 후 1개월 초과: 보통예금이율",없음,2,7,* 만기 : 0.1%,,,,,,,,,,,0.1%,,,,,,,,,
312,부산은행,더(The) 특판 정기예금,2.95%,2.50%,"748,710",3.35%,단리,36개월,2023-10-20,"(예금)마케팅추진부, 051-620-3339 (대출)여신기획부, 051-620-3423 실제 상담은 인근 영업점이나 당행 콜센터(1588-6200)로 문의","* 우대이율(최대 0.40%p) 가. 모바일뱅킹 금융정보 및 혜택알림 동의 우대이율 : 0.10%p 나. 이벤트 우대이율 : 최대 0.30%p ① 더(The) 특판 정기예금 신규고객 우대이율 : 0.30%p ② 가입금액 1.5억원 이상 가입시 : 0.15%p ※ 단,①과 ②의 우대이율은 중복 불가(중복 시, ①의 우대이율 적용)",실명의 개인,온라인,"- 만기후1년내: 가입기간별 일반정기예금이율 x 50%,
- 만기후1년초과:가입기간별 일반정기예금이율 x 20%","1. 가입금액 : 1백만원 이상 제한없음 (원단위)
2. 가입기간 : 1개월, 3개월, 6개월, 1년, 2년, 3년
3. 이자지급방식 : 만기일시지급식",1,8,"* 마케팅동의 : 0.1% [모바일뱅킹 금융정보 및 혜택알림 동의]
* 최초거래 : 0.3% [기타와 중복 불가능, 중복시 최초거래 이율 적용]
* 기타 : 0.15% [가입금액 1.5억원 이상 가입, 최초거래와 중복 불가능]",,0.1%,,,0.3%,,,,,,,,,0.15%,,,,,,
313,비엔케이저축은행,"정기예금(비대면,인터넷,모바일)",2.90%,2.45%,"736,020",2.90%,단리,36개월,2023-10-27,"경영기획부, 16449988",없음,제한없음,온라인,"* 1개월내 
: 당초 약정이율 또는 만기시 동일상품 동일계약기간의 신규 약정이율(단리) 중 낮은 이율 적용
* 1개월이후
: 보통예금 금리 적용",없음,4,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
314,비엔케이저축은행,"정기예금(비대면,인터넷,모바일)",2.90%,2.45%,"768,017",2.90%,복리,36개월,2023-10-27,"경영기획부, 16449988",없음,제한없음,온라인,"* 1개월내 
: 당초 약정이율 또는 만기시 동일상품 동일계약기간의 신규 약정이율(단리) 중 낮은 이율 적용
* 1개월이후
: 보통예금 금리 적용",없음,4,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
315,부산은행,LIVE정기예금,2.85%,2.41%,"723,330",2.85%,단리,36개월,2023-10-20,"(예금)마케팅추진부, 051-620-3339 (대출)여신기획부, 051-620-3423 실제 상담은 인근 영업점이나 당행 콜센터(1588-6200)로 문의",*해당사항없음,제한없음,모두가능,"- 만기후1년내: 가입기간별 일반정기예금이율 x 50%,
- 만기후1년초과:가입기간별 일반정기예금이율 x 20%","1. 가입금액 :
   1천만원 이상
2. 가입기간 : 
1개월 이상 60개월 이하(일단위)
3. 월이자지급식/만기일시지급식",1,7,우대사항없음,,,,,,,,,,,,,,,,,,,,
316,국민은행,KB Star 정기예금,2.80%,2.37%,"710,640",3.02%,단리,36개월,2023-11-13,"(예금)수신상품부(P), 02-1588-9999 (대출)개인여신부(P), 02-1588-9999",해당무,실명의 개인 또는 개인사업자,온라인,"- 1개월 이내 : 기본이율 X 50%
- 1개월 초과  ~ 3개월 이내 : 기본이율 X 30%
- 3개월 초과 : 0.1%",- 가입금액 : 1백만원 이상,1,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
317,머스트삼일저축은행,e-정기예금,2.80%,2.37%,"710,640",2.80%,단리,36개월,2023-11-10,경영관리팀 0542754060,없음,제한없음,온라인,"-만기후 1개월 이내 : 약정이율 Ⅹ 100% 
-만기후 1개월 초과: 연0.2%",없음,5,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
318,머스트삼일저축은행,e-정기예금,2.80%,2.37%,"740,440",2.80%,복리,36개월,2023-11-10,경영관리팀 0542754060,없음,제한없음,온라인,"-만기후 1개월 이내 : 약정이율 Ⅹ 100% 
-만기후 1개월 초과: 연0.2%",없음,5,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
319,하나은행,하나의정기예금,2.80%,2.37%,"710,640",3.25%,단리,36개월,2023-11-01,가계수신(예금) 02-1599-1111(리테일사업부) 가계여신(대출) 02-2002-1249(리테일사업부),해당사항없음,실명의 개인 또는 개인사업자,온라인,"1개월이내 : 지급당시 해당기간 일반정기예금 월이자지급식 기본금리 1/2
1개월초과 : 지급당시 해당기간 일반정기예금 월이자지급식 기본금리 1/4","1. 가입금액: 1백만원이상
2. 1인 최대가입한도 : 제한 없음",1,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
320,비엔케이저축은행,정기예금(대면),2.80%,2.37%,"740,440",2.80%,복리,36개월,2023-10-27,"경영기획부, 16449988","비대면, 인터넷,모바일 가입시 0.1%우대",제한없음,영업점,"* 1개월내 
: 당초 약정이율 또는 만기시 동일상품 동일계약기간의 신규 약정이율(단리) 중 낮은 이율 적용
* 1개월이후
: 보통예금 금리 적용",없음,4,4,우대사항없음,,,,,,,,,,,,,,,,,,,,
321,비엔케이저축은행,정기예금(대면),2.80%,2.37%,"710,640",2.80%,단리,36개월,2023-10-27,"경영기획부, 16449988","비대면, 인터넷,모바일 가입시 0.1%우대",제한없음,영업점,"* 1개월내 
: 당초 약정이율 또는 만기시 동일상품 동일계약기간의 신규 약정이율(단리) 중 낮은 이율 적용
* 1개월이후
: 보통예금 금리 적용",없음,4,7,우대사항없음,,,,,,,,,,,,,,,,,,,,
322,대원상호저축은행,정기예금,2.70%,2.28%,"712,943",2.70%,복리,36개월,2023-07-11,영업부 0547732222,-없음,제한없음,영업점,"- 만기후 1개월 이내 : 가입당시 약정금리 적용
- 만기후 1개월 초과 : 보통예금 이율","1. 최소금액 : 10만원 이상
2. 1인당 가입금액 한도 : 4,820만원",5,5,우대사항없음,,,,,,,,,,,,,,,,,,,,
323,대원상호저축은행,정기예금,2.70%,2.28%,"685,260",2.70%,단리,36개월,2023-07-11,영업부 0547732222,-없음,제한없음,영업점,"- 만기후 1개월 이내 : 가입당시 약정금리 적용
- 만기후 1개월 초과 : 보통예금 이율","1. 최소금액 : 10만원 이상
2. 1인당 가입금액 한도 : 4,820만원",5,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
324,우리금융저축은행,비대면정기예금,2.70%,2.28%,"685,260",2.70%,단리,36개월,2022-06-17,"고객문의: 1599-0776, (공시) 영업기획부",-,제한없음,온라인,"*만기 후 1개월 이내: 가입 시 약정이율과 만기 시 판매이율 중 낮은금리 적용 
*1개월 초과 시 : 연0.3% 
*2019.07.01. 이후 가입분 부터적용.이전가입분은 연0.3%","*중도해지 시 예치기간에 따라 차등 적용 
■1개월미만 : 연0.3% (보통예금이율)
■1개월이상 3개월미만 : 약정이율 x 50%
■3개월이상 6개월미만 : 55%
■6개월이상 12개월미만 : 60%
■12개월이상 : 70%
단, 2019.07.01. 이후 가입분 부터적용. 이전가입분은 3개월미만 연0.5%,6개월미만 연1.0%, 6개월이상 연1.5%",3,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
325,우리금융저축은행,비대면정기예금,2.70%,2.28%,"712,943",2.70%,복리,36개월,2022-06-17,"고객문의: 1599-0776, (공시) 영업기획부",-,제한없음,온라인,"*만기 후 1개월 이내: 가입 시 약정이율과 만기 시 판매이율 중 낮은금리 적용 
*1개월 초과 시 : 연0.3% 
*2019.07.01. 이후 가입분 부터적용.이전가입분은 연0.3%","*중도해지 시 예치기간에 따라 차등 적용 
■1개월미만 : 연0.3% (보통예금이율)
■1개월이상 3개월미만 : 약정이율 x 50%
■3개월이상 6개월미만 : 55%
■6개월이상 12개월미만 : 60%
■12개월이상 : 70%
단, 2019.07.01. 이후 가입분 부터적용. 이전가입분은 3개월미만 연0.5%,6개월미만 연1.0%, 6개월이상 연1.5%",3,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
326,한국산업은행,정기예금,2.70%,2.28%,"685,260",2.70%,단리,36개월,2023-10-24,"(예금)수신기획부, 02-787-7410 (개인대출)지역성장지원실, 051-640-3372 (기업대출)영업기획부, 02-787-6929",해당없음,제한없음,모두가능,지급일 현재 고시된 이 예금의 만기후 이율,해당없음,2,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
327,엔에이치저축은행,비대면 정기예금,2.60%,2.20%,"659,880",2.60%,단리,36개월,2023-11-07,"고객문의 1588-5191, (공시)기획총무부",없음,제한없음,온라인,"-1개월 이내: 지급 전일까지 해당 계좌의 약정금리와 기간별 적용금리 중 낮은 금리
-1개월 초과: 지급일 당시 보통예금 이율",없음,2,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
328,엔에이치저축은행,비대면 정기예금,2.60%,2.20%,"685,526",2.60%,복리,36개월,2023-11-07,"고객문의 1588-5191, (공시)기획총무부",없음,제한없음,온라인,"-1개월 이내: 지급 전일까지 해당 계좌의 약정금리와 기간별 적용금리 중 낮은 금리
-1개월 초과: 지급일 당시 보통예금 이율",없음,2,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
