상품명,제목,날짜,본문,댓글
유니온저축은행 적금, 22/6/16 적금 현황 ,2022.06.16. 00:43,"1. 창원늘푸른신협 유니온정기적금 (저율과세)신랑 돈월 30만원 (24개월)단리 4.023%* 선납이연 (중간납입일 22/5/6 1회분)만기 2023/4/14원금 7,200,000원 (대출 제외 3,900,000원)예상 이자 297,279원연수익률 약 3.81% ​​2. 동작신협 e-파란적금 (저율과세)아이 돈월 90만원 (12개월)단리 4.0%* 선납이연 (중간납입일 22/8/2 1회분)만기 2023/2/12원금 10,800,000원 (대출 제외 6,300,000원)예상 이자 230,724원 연수익률 약 3.66%​​3. 웰컴저축은행 웰뱅하자 정기적금 (과세)내 돈월 20만원 (12개월)단리 4.5%* 선납이연 (중간납입일 22/9/30 1회분)만기 2023/3/15원금 2,400,000원 (대출 제외 1,400,000원)예상 이자 49,491원연수익률 약 3.54%​​4. MG더뱅킹 청계본점 정기적금 (과세)신랑 돈월 50만원 (24개월)단리 5.3%* 선납이연만기 2024/4/5원금 12,000,000원 (대출 제외 6,500,000)예상 이자 560,475원연수익률 약 4.31%​​5. MG더뱅킹 청계본점 정기적금 (과세)내 돈월 20만원 (24개월)단리 5.3%* 선납이연 (중간납입일 23/4/5 1회분)만기 2024/4/5원금 4,800,000원 (대출 제외 2,600,000)예상 이자 224,190원연수익률 약 4.31%​​6. 아산신협 e-파란적금 (저율과세)내 돈 (같은 일정으로 엄마것도 관리 필수)월 25만원 (12개월)단리 6.0% * 선납이연 (중간납입일 22/12/23 1회분)만기 2023/6/16원금(대출제외) 175만원예상 이자 95,998원연수익률 약 5.49%",['월뱅하자적금도 선납이연이 가능하군여.  정보 감사요!\n적금 잘 유지해 보아요~ ^^']
유니온저축은행 적금, 구즉신협 ,2023.10.06. 21:37,"[Web발신](광고)[구즉신협]조합원님예금상품 특판금리 안내​★ 창구거래(대면거래)1. 정기예탁금□ 가입방법 및 적용금리  - 창구 : 12개월 기준 연 5.81%, 세전   * 창구거래의 경우 10월 10일(화) 09:00부터 영업점 내방하여 개설□ 이자지급방법 : 만기지급식(중도해지 시 중도해지 이율적용)□ 최소예탁금액 : 100만 원 이상 ​★ 비대면거래(온뱅크)1. 유니온 정기예탁금□ 가입방법 및 적용금리   - 비대면(온뱅크-유니온정기예탁금) : 12개월 기준 연 5.81%, 세전    * 비대면 거래의 경우 10월 07일(토) 02:00부터 온뱅크로 개설□ 이자지급방법 : 만기지급식(중도해지 시 중도해지 이율적용)□ 최소예탁금액 : 100만 원 이상 ​* 한도소진 시 자동으로 종료됨을 사전 인지 바람* 기존 전속거래에 따른 가산금리 적용은 본 상품에는 적용되지 아니함* 계약 체결 전 설명서 및 약관 등을 읽어보시기 바람* 만기 후 해지 이율은 만기일 당시 고시한 만기 후 이율을 적용* 계좌에 압류, 가압류, 질권 등이 등록될 경우 또는 예금잔액증명서 발급 당일에는 원금 및 이자가 지급제한 될 수 있음* 이 예금상품은 신협법에 따라 신협 예금자보호기금에서 보호하되, 모든 예금보호 대상 금융상품의 원금과 소정의 이자를 합하여 1인당 최고 5천만 원까지 보호. 5천만 원을 초과하는 나머지 금액은 보호하지 않음​-본점(관평동) 042-935-8000           -송강지점(송강동) 042-671-8101-봉명지점(도안동) 042-719-8119       -엑스포지점(문지동) 042-389-6000​광고심의책임자 심의필 제2023-011호(2023.10.06.) 유효기간 2023.10.06. ~ 2023.12.31. 무료수신거부080-850-6021",['오늘  5 프로  예금 들었는데.취소하고  다시  구즉신협으로  예금해도  될까요?예금만 했지 통장ㅈ은  안 만들었어요.']
유니온저축은행 적금, 36개월 적금 가입할만한거 있을까요? ,2021.10.13. 21:48,36개월만기 매월 100만원 정도로 적금 가입할만한거 있을까요?​현재 알아본게...​1. 애큐온저축은행 직장인우대적금 (36개월 - 우대금리포함 3.3%)​2. KB착한 e-plus정기적금 (36개월 - 우대금리X 3%)​3. 웰컴저축은행 e-정기적금 (36개월 - 우대금리포함 3%)​이정도 인데요​이거보다 괜찮은 적금상품이 있을까요?​3년뒤 주담대 중도상환용으로 장기 불입할거라 괜찮은거 알아보고 가입하고 싶습니다.,['금리가 올라가고있으니 짧은기간으로 가입하는게 낫지않을까요?']
유니온저축은행 적금, 23/02/13 적금 현황 ,2023.02.13. 12:19,"1. 창원늘푸른신협 유니온정기적금 (저율과세)신랑 돈월 30만원 (24개월)단리 4.023%* 선납이연 (중간납입일 22/5/6 1회분)만기 2023/4/14원금 7,200,000원 (대출 제외 3,900,000원)예상 이자 297,279원연수익률 약 3.81% ​​2. 동작신협 e-파란적금 (저율과세)아이 돈월 90만원 (12개월)단리 4.0%* 선납이연 (중간납입일 22/8/2 1회분)만기 2023/2/12원금 10,800,000원 (대출 제외 6,300,000원)예상 이자 230,724원 연수익률 약 3.66% (만기 해지)​​3. 웰컴저축은행 웰뱅하자 정기적금 (과세)내 돈월 20만원 (12개월)단리 4.5%* 선납이연 (중간납입일 22/9/30 1회분)만기 2023/3/15원금 2,400,000원 (대출 제외 1,400,000원)예상 이자 49,491원연수익률 약 3.54%​​4. MG더뱅킹 청계본점 정기적금 (과세)신랑 돈월 50만원 (24개월)단리 5.3%* 선납이연만기 2024/4/5원금 12,000,000원 (대출 제외 6,500,000)예상 이자 560,475원연수익률 약 4.31%​​5. MG더뱅킹 청계본점 정기적금 (과세)내 돈월 20만원 (24개월)단리 5.3%* 선납이연 (중간납입일 23/4/5 1회분)만기 2024/4/5원금 4,800,000원 (대출 제외 2,600,000)예상 이자 224,190원연수익률 약 4.31% (20221026 중도해지)​​​6. 아산신협 e-파란적금 (저율과세)내 돈 (같은 일정으로 엄마것도 관리 필수)월 25만원 (12개월)단리 6.0% * 선납이연 (중간납입일 22/12/23 1회분)만기 2023/6/16원금 (대출제외) 175만원예상 이자 95,998원연수익률 약 5.49%​​7. 서울행복신협 e-파란적금 (저율과세)아이 돈월 60만원 (12개월)단리 7.5% (0.1% 우대이율 포함)* 선납이연 (중간납입일 23/4/23 1회분)만기 2023/10/18원금 (대출 제외) 420만원예상 이자 288,405원연수익률 약 6.78%",[]
유니온저축은행 적금, 22/4/5 적금 현황 ,2022.04.05. 09:23,"1. 창원늘푸른신협 e-파란적금 (저율과세)신랑 돈월 100만원 (1년)단리 3.9%* 선납이연만기 2022/4/14원금 12,000,000원 (대출 제외 7,000,000)예상 이자 249,951원연수익률 약 3.57% ​​2. 창원늘푸른신협 유니온정기적금 (저율과세)신랑 돈월 30만원 (24개월)단리 4.023%* 선납이연 (중간납입일 22/5/6 1회분)만기 2023/4/14원금 7,200,000원 (대출 제외 3,900,000원)예상 이자 297,279원연수익률 약 3.81% ​​3. 동작신협 e-파란적금 (저율과세)아이 돈월 90만원 (12개월)단리 4.0%* 선납이연 (중간납입일 22/8/2 1회분)만기 2023/2/12원금 10,800,000원 (대출 제외 6,300,000원)예상 이자 230,724원 연수익률 약 3.66%​​4. 웰컴저축은행 웰뱅하자 정기적금 (과세)내 돈월 20만원 (12개월)단리 4.5%* 선납이연 (중간납입일 22/9/30 1회분)만기 2023/3/15원금 2,400,000원 (대출 제외 1,400,000원)예상 이자 49,491원연수익률 약 3.54%​​5. MG더뱅킹 청계본점 정기적금 (과세)신랑 돈월 50만원 (24개월)단리 5.3%* 선납이연만기 2024/4/5원금 12,000,000원 (대출 제외 6,500,000)예상 이자 560,475원연수익률 약 4.31%​​6. MG더뱅킹 청계본점 정기적금 (과세)내 돈월 20만원 (24개월)단리 5.3%* 선납이연만기 2024/4/5원금 4,800,000원 (대출 제외 2,600,000)예상 이자 224,190원연수익률 약 4.31%​",['우와~선납이연하면 예금보다 금리 훨 높네요~복잡해서 선납이연 할생각안했는데 팁좀주세요']
유니온저축은행 적금, 상상뱅크 예/적금 만기 -> 애큐온예금(2.6%) 신협적금(4%/비과세) 가입 ,2021.10.04. 14:47,"9월 28일자로 상상모바일정기예금이, 10월 1일자로 상상모바일정기적금이 만기되었어요올해 4번째, 5번째 만기네요​



 

































 



만기 후에 페퍼룰루파킹통장에 바로 이체시켰고어제, 그리고 오늘 새로운 예금과 적금에 가입하였습니다​



 





















 



예전에 애큐온자유적금 가입을 했던 터라 다른 은행에 입출금통장 만들지 않고바로 애큐온에 2.6% 예금을 만들었고​제민신협에서 4% 특판적금이 나왔다고 해서 비과세로 100만원짜리 적금 가입했습니다다른 신협에 조합원으로 가입해둔 덕분에 3천만원까지 비과세 혜택을 받을 수 있어서타 과세 적금 4.7%랑 이자가 비슷하네요​12일에 축협에서 특판 적금이 나온다고 해서 그 축협의 입출금통장을 미리 개설해두기 위해제민신협 입출금 통장 개설 후 유니온정기적금 가입하고 비과세 확인 후에계좌 개설 20일 제한을 풀기 위해 직전에 만든 제민신협 입출금 통장을 해지하고콕뱅크에서 해당 축협 지점 입출금 통장을 만들어 두었습니다..5% 정도 되는 적금이고 준조합원 혜택을 받을 수 있어서 12일에 놓치지 않고 적금 꼭 가입하려구요​아무튼 연휴이지만 요즘엔 비대면으로도 좋은 예적금 상품 가입할 수 있어서 참 좋은 것 같아요아래는 제가 현재 갖고 있는 예/적금 목록입니다



 














이 중 매달 월급에서유니온정기적금 100만원행정공제회 16만원페퍼룰루파킹통장에 27만원을 넣고 있습니다​처음에 이 카페에 글을 올릴 때만 해도 당시에는 월 저축액이 90만원 정도..? 월급의 40% 정도였는데 현재는 월 143만원 월급의 65% 정도 되고 각종 상여금이나 부수입 등도 저축해서 저축율 70% 정도 되네요..​나머지 적금 및 아임인, 주식 등은 갖고 있는 페퍼룰루파킹통장에서 이체해서 유지하고 있습니다(코인은 처음에 200 투자하고 그대로 두고 있습니다.. 마이너스 눈물..)​



 














이제 취직한지 만 4년..6100만원 정도 모았고 내후년 중순까지 1억을 모을 목표로 열심히 달리고 있습니다​다들 코로나 시국에 많이들 힘드시죠 저도 힘들 때마다 잔고 보면서 버티구 있답니다 ㅎㅎ연휴 마무리 잘 하시구 모든 재테커 분들 파이팅하세요 : )",['와! 꾸준히 늘려가시는 모습 응원합니다!\n깔끔하게 정리잘하셨네요\n저도 배우고 싶어요\n엑셀 사용하시는건가요?']
유니온저축은행 적금, 23/02/25 예적금현황 ,2023.02.25. 18:26,"1. 창원늘푸른신협 유니온정기적금 (저율과세)신랑 돈월 30만원 (24개월)단리 4.023%* 선납이연 (중간납입일 22/5/6 1회분)만기 2023/4/14원금 7,200,000원 (대출 제외 3,900,000원)예상 이자 297,279원연수익률 약 3.81%  만기 후 1개월 거치​​2. 웰컴저축은행 웰뱅하자 정기적금 (과세)내 돈월 20만원 (12개월)단리 4.5%* 선납이연 (중간납입일 22/9/30 1회분)만기 2023/3/15원금 2,400,000원 (대출 제외 1,400,000원)예상 이자 49,491원연수익률 약 3.54%  만기해지​​3. MG더뱅킹 청계본점 정기적금 (과세)신랑 돈월 50만원 (24개월)단리 5.3%* 선납이연만기 2024/4/5원금 12,000,000원 (대출 제외 6,500,000)예상 이자 560,475원연수익률 약 4.31%​​4. 아산신협 e-파란적금 (저율과세)내 돈 (같은 일정으로 엄마것도 관리 필수)월 25만원 (12개월)단리 6.0% * 선납이연 (중간납입일 22/12/23 1회분)만기 2023/6/16원금 (대출제외) 175만원예상 이자 95,998원연수익률 약 5.49%​​5. 서울행복신협 e-파란적금 (저율과세)아이 돈월 60만원 (12개월)단리 7.5% (0.1% 우대이율 포함)* 선납이연 (중간납입일 23/4/23 1회분)만기 2023/10/18원금 (대출 제외) 420만원예상 이자 288,405원연수익률 약 6.78%​​6. OK저축은행 파킹아이 돈857만원이율 4.0%",[]
유니온저축은행 적금, 험난한 적금예금 들기 드디어 완료!! ㅎㅎ ,2022.10.20. 14:50,어제부터 상상인 6프로 신랑이랑 둘이서 겨우 저녁까지 마무리했는데오늘 갑자기 6.45 떠가지고 신랑이랑 오전에 대기 타고 또타고 ㅋㅋㅋ 상상인 6프로 하나는 다올로 갈아타고 신랑도 갈아태우고 ㅋㅋㅋ​적금도 이율 괜찮은거 보고있었는데 신협 초짜라 지점가입 그냥 맘대로 했다가 부랴부랴 취소하고 등촌 가입했다가 7.7프로 특판보고 지점다시 바꿨탔는데 대면 가입 이더라고요 ㅠㅠㅠ멘탈붕괴.....다시 해지하고 등촌으로 재가입하고 e파란(기본6.5-최대7.1) 예금있으면 0.1프로 더주길래 유니온(6.0) 먼저 150가입하고 e파란 하나 더 해서 드디어 자산배분이 끝났네요....​제스스로 잘했다고 토닥입니다 ㅋㅋㅋㅋ 1년동안 많이 불어나길 ㅎㅎ 단리 많이 하시던데 전 다 써재낄까바 그냥 복리로 ㅋㅋㅋ 월재연덕에 가계부 쓰면서 아끼는돈도 계산해보고 적금 예금 금리공부도 하고 은행공부도 하고눈팅만 한 3년했는데 실천이 답이네요. 카페 회원분들 존경 짝짝짝!!! ㅎㅎㅎ  다들 부자되세요~~~~♥,['축하합니다 고생 많으셨어요 그런데 상상인가 다 올은 입출금 만들면 20일 계좌 각각 걸리지 않나요?']
유니온저축은행 적금, 제주신협 7.77% 적금 ,2022.11.10. 21:29,"<제주신용협동조합 | 제주신협 정기적금>​​​​​​​​​​​​​​​​​​​•온뱅크 유니온 정기적금 : 7.77%​•가입기간 : 12개월​• 가입금액 : 10,000원 이상​• 판매기간 : 현재가입가능 | 당일개설가능​• 가입방법 : 신협 온뱅크 | 신협 인터넷뱅킹 | 신협 온뱅크 모바일​• 이자계산 : 만기이자지급식​• 상품특징 : 절세혜택 저율과세가능, 비과세생계형가능.​•비과세종합저축 : 전 금융기관 통합 5천만 원 한도, 잔여한도 내에서 가입가능.​•저율과세(신협 비과세로 농특세 1.4%만 과세됨) : 신협 등 상호금융기관 간 통합 3천만원.​•우대조건없음.",['쓰리세븐이군요']
유니온저축은행 적금," 남서울신협 3.3% , 4.0% 19일 수요일부터 특판예정이래요! ",2022.01.17. 15:36,"오늘 남서울신협 다녀왔는데유니온정기예탁금(비대면 on뱅크 가입가능)12개월 3.1%24개월 3.2%36개월 3.3%유니온정기적금(비대면 on뱅크 가입가능)12개월 3.8%24개월 3.9%36개월 4.0%​조건없고, 한도없고 19일 자정부터 딱 시작한다네요?최근 들어본 신협 수협 저축은행 금리중에 젤 높은것같아요,,,,",['정보 감사합니다@']
유니온저축은행 적금, 신협 예금문의드려요. ,2023.02.02. 15:22,저축은행 초보라 왕초보적인 질문입니다.​첫째​구즉신협에 적금가입하려 자립예탁금을 만들었는데요.중랑신협에 예금을 가입하려면 또다시 자립예탁금만들고 예금 가입하는 절차가 맞는걸까요?​둘째​예금보호를 받을수 있는건예를들어 3천만원이 보호된다고 하면구즉신협3천중랑신협3천 이런식으로 따로 가능한게 맞는걸까요?​​셋째 현재 가장 높은 예금 금리가 1년기준으로찾아보니  중랑신협 유니온예금이라 나오던데 맞는걸까요?​​초보적인 질문이라 양해부탁드려요,[]
유니온저축은행 적금, 신협 한도제한계좌 해지 화나네요;; ,2023.02.14. 14:59,"예,적금 알아보면서 최근에 수지신협 입출금 개설하고 최소 출자까지 완료해서 준비 끝!! 하고 한도제한계좌 해제하려고 하니 계속 반려시키네요;;​직장인은 자동으로 건강보험 조회해서 진행해주는 게 있길래 3번 정도 했는데 다 반려되고 이번엔 직접 발급해서 진행중입니다.​근데 지난 주에 답동신협 유니온적금 가입하고 잘 몰라서 해당 입출금도 이전에 했던 방식처럼 자동조회로 똑같이 한도제한해지 신청했더니 바로 해지됐네요.....​똑같은 기준으로 지점마다 달리 처리하는 게 이해가 안되서 푸념삼아 글 올립니다...ㅠㅠ 대체 뭐가 문제인지..",['하나의 신협으로 보면 안되고 법인마다 다른 신협이라 생각하시면 맘 편해요. 우리가 맞춰야제 어쩌겠어요 ㅠㅠ']
유니온저축은행 적금, 적금 36개월 월20만원 괜찮은 곳 찾는 법이있을까여? ,2021.12.30. 12:13,제가 서민금융 사업에 확정을 받아서월20만원씩 36개월 적금을들면6개월에 1번씩 24만원씩 받을수있는데여​수협 마을금고가 금리가좋은걸로 아는데특판들은 12개윌이라서 이걸 가입하면서민금융 사업에서 1년만 돈받고 끝이라36개월짜리를 찾고있습니다ㅠ​전 프리랜서입니다이왕이면 금리가 좋은곳으로 하고싶은데요ㅠ팁좀 받고싶습니다! ㅠ​​,['혹시 만30세 이하시면 우리은행에 요런 적금이 있어요~']
유니온저축은행 적금, 정기예금 추천해주실만한곳  혹시  없을까요? ,2023.06.11. 11:11,1년  미만  짜리로  혹시  넣어둘만곳이없으려나요?  큰  액수는  아닌데자꾸  조금씩  까먹게  되서  어디  넣어뒀음하는데많지는  않지만  적금은  3-4개  정도  되서관리하기가  어려울거  같고새마을곰고 랑  저축은행은  빼고  적당한  있으면정보  공유좀  부탁드릴게요 ㅠ,['저축은행 모바일 추천요']
조흥저축은행 적금, 조흥저축은행 적금이자가4.4프로인데 ,2022.10.16. 18:59,조흥저축은행 저축은행중 순위가 양호하나요?그리고 요것도 sb톡톡으로 가입하면 입출금 통장 개설없이 가능하나요?,[]
조흥저축은행 적금, 전국 저축은행 건전성 살펴보니… 대원·대아·조흥 ‘경고등’ ,2022.10.21. 07:00,"전국 저축은행 건전성 살펴보니… 대원·대아·조흥 ‘경고등’



 





허지윤 기자입력 2022.10.20 10:51“저축은행은 처음 가입하는 데 괜찮을까요?” 최근 저축은행과 새마을금고, 농협, 수협, 신협 등 상호금융업계(2금융권)가 내놓는 고금리 예·적금 및 특판 상품에 목돈을 넣어두려다, 과거 ‘저축은행 사태’를 떠올리며 가입을 망설이는 사람들이 늘고 있다.‘혹시나’ 하는 불안감에 고민이 된다면, 저축은행의 경영 지표를 통해 좀 더 튼튼한 곳과 아닌 곳을 선별해 예금자보호 한도인 5000만원 이내로 분산해 예치·불입하는 것도 방법이다. 예금자보호법에 따라 원금과 이자를 합쳐 5000만원 이하 예금은 어떠한 경우에도 전액 보호된다.



한 저축은행 창구 전경. /다올금융그룹 제공20일 은행권 정기예금 최고 금리는 4.95%(DGB함께예금), 저축은행권에서 정기예금 최고 금리는 5.95%(동원제일저축은행 회전정기예금)다. 시중은행에 수신 금리 역전을 당한 2금융권이 최근 다시 금리를 올리며 반격에 나섰다. 금리 인상기에 조금이라도 더 이자를 받고 싶은 소비자들은 2금융권 고금리 상품들도 선택지에 올려두고 있다.하지만 이와 동시에 국내 부동산 시장 경기가 급격히 가라앉으면서 부동산 프로젝트파이낸싱(PF) 비중이 큰 저축은행, 새마을금고 등 2금융권의 경영 건전성과 재무 구조가 악화할 수 있다는 우려 역시 커진 상황이다.과거 8%대 고금리 후순위채를 발행했던 저축은행들은 2011~2012년 줄줄이 영업이 정지되면서 1만여명의 투자자가 2000억원이 넘는 돈을 잃었었다. 요즘 투자자들 사이에서는 이때의 악몽을 떠올리면서 과거 저축은행 사태가 재현될까 걱정하는 분위기가 형성됐다.다만, 금융권에서는 과거 저축은행 사태 이후 관련 규제가 강화됐기 때문에 과거와 같은 부실 위기가 촉발될 가능성은 적다는 시각도 있다.◇ 불안하다면, 경영 지표 따져보고 5000만원 이내로 분산 투자저축은행의 고금리 상품에 돈을 맡기려는 소비자들은 저축은행 인터넷 홈페이지나 금융감독원 공시를 통해 총자산과 부채, 자기자본, BIS 비율 등 건전성 지표를 살펴볼 필요가 있다.일반적으로 자본적정성을 나타내는 BIS 비율은 8%를 기준으로 이보다 높을수록 안전하다고 평가된다. 연체 기간이 3개월 이상인 고정이하여신액이 여신(대출)총액에서 차지하는 비중을 뜻하는 ‘고정이하여신비율’은 8% 아래로 낮을수록 안전하다고 평가된다.



그래픽=손민균총자산 규모 기준 상위 10위권 저축은행을 비교해보면, 3월 말 기준 BIS 비율이 가장 낮은 곳은 ▲애큐온저축은행(10.17%)이었고, 가장 높은 곳은 ▲SBI저축은행(14.36%)로 나타났다.10곳 중 고정이하여신비율이 가장 낮은 곳은 ▲다올저축은행(1.94%)이고, 가장 높은 곳은 ▲OK저축은행(7.57%)이다. 연체율은 1~4%대로, SBI저축은행의 연체율이 가장 낮았다.전국 79개 저축은행의 경영 정보를 비교해보면, 3월 말 공시 기준 고정이하여신비율 ‘경고등’이 켜진 곳은 ▲대원(40.23%) ▲대아(28.62%) ▲조흥(18.82%) ▲에스앤티(10.48%) 등 4곳이다.BIS 비율이 규제비율보다는 높아 안전한 수준이지만 다른 저축은행보다 상대적으로 낮은 곳은 ▲엠에스(9.71%) ▲CK(9.88%) 등이다. BIS 규제비율은 자산 1조원 이상은 8%, 자산 1조원 미만은 7%로 삼는다.



그래픽=손민균3월 말 기준 고정이하여신비율이 0%대인 저축은행은 ▲삼정 ▲CK ▲동원제일 ▲유안타 ▲DB 등 5곳으로 집계됐다. 고정이하여신비율 1%대 저축은행은 ▲오투 ▲KB ▲NH ▲BNK ▲하나 ▲더블 ▲흥국 ▲남양 ▲키움예스 ▲DH ▲다올 ▲신한 등 12곳이다.BIS비율이 가장 높은 곳은 ▲부림 ▲스타 ▲에스앤티 등 3곳으로 BIS비율이 30%대다. 그다음 ▲평택 ▲유안타 ▲푸른 ▲한성 ▲오성 ▲삼호 ▲드림 ▲우리금융 저축은행이 BIS비율이 20%대로 집계됐다.금융감독원에 따르면, 올해 6월말 기준 영업 중인 79개 저축은행의 총여신 연체율은 2.6%로 작년 말(2.5%)보다 0.1%포인트(p) 증가한 것으로 나타났다.79곳의 평균 BIS 비율은 12.88%로, 전년말(13.31%)보다 0.43%p 하락했으나, 규제비율(자산 1조원 이상 8%, 자산 1조원 미만 7%)보다는 높은 수준이다. 고정이하여신비율은 3.3%로, 작년 말보다 0.1%p 내렸다. 다만 이 지표는 잠정치로, 향후 저축은행별 결산 과정 등에서 바뀔 수 있다.



그래픽=손민균◇ 부동산 경기 위축… “PF대출 위기 도화선 될까 우려”저축은행권이 유동성을 확보하기 위해 금리를 올리는 출혈 경쟁을 하는 데다, ‘부동산 PF’ 부실화 위험도 잠재해 있는 것은 사실이다.프로젝트 파이낸싱(PF)은 부동산 개발사업 등 사업(프로젝트)에서 발생하는 현금 흐름, 사업성을 담보로 자금을 조달하는 방식이다. 부동산 PF는 만기가 짧고 담보 가치도 상대적으로 낮아 수익성이 높은 만큼 부실화 위험이 큰 특성이 있다.한국은행에 따르면 은행·보험·여전·저축은행·증권 등 전체 금융권의 PF대출 잔액은 지난 6월 말 기준 112조2000억원으로, 비(非)은행권의 PF대출 비중이 약 75%(83조9000억원)에 달한다.2011년 PF대출 부실 사태 이후 은행권은 PF대출을 크게 늘리지 않은 반면, 비은행권은 사업다각화를 위해 PF대출을 확대했다. 부동산 가격 상승과 투기 수요 증가로 주택 공급 부족 문제가 부각되면서 공급 물량이 늘어난 영향도 있다.새마을금고 부동산 PF잔액은 올해 3월말 기준으로 38조4000억원으로 보험사 다음으로 큰 규모다. 신협, 농협 등까지 포함할 경우 부동산 PF 규모는 금융업권 중 가장 많다.새마을금고는 비주택 부동산 대출 및 PF 부실화 위험이 커지자 대출 기준을 강화한 것으로 알려졌다. 새마을금고 부동산PF 연체율 6.3% 수준으로 여타 여신 대비 높은 것으로 평가된다. 금융권에선 저축은행 사태 이후 규제가 강화했기 때문에 저축은행보다 캐피털 업권의 리스크가 더 크다는 진단도 있다.



2012년 5월 금융당국의 영업 정지 조치로 셔터를 내린 채 문이 굳게 닫혀 있는 서울의 한 저축은행 지점 앞에 예금자들이 모여 있다. /조선일보DB위지원 한국신용평가 금융·구조화평가본부 실장은 “여전사(여신전문금융사)의 경우 전체 기업대출 중 부동산 관련 대출 비중이 70%를 웃돌고, 작년 말 상호금융, 여전, 저축은행의 기업대출 중 부동산 관련 대출 비중이 50%에 달했다”면서 “올해 3월말 기준으로 은행을 제외한 여전, 저축은행, 보험의 PF대출 연체율이 증가했는데, 이런 추세가 장기화할 경우 2023년 이후의 대응이 어려울 가능성도 있다”고 말했다.서영수 키움증권 금융 총괄 애널리스트는 “상대적으로 자체 유동성 위험이 더 큰 A등급 캐피털과 비은행계 캐피털의 PF만기 리스크도 크다”고 지적했다. 만기가 도래하면서 부실 사업장의 위험이 드러날 수 있다는 의미다.서 총괄은 “부동산 시장 거품(버블)이 주택 공급 확대를 초래하고 그만큼 부동산 PF 시장도 급성장해 이번 부동산 시장 침체기에 가장 먼저 수면 위로 부상하는 금융은 부동산 PF가 될 수밖에 없다”고 경고했다.한편, 금융감독원은 저축은행의 PF대출을 비롯해 제2금융권을 중심으로 손실 흡수능력 제고 및 유동성 확보 등 대응 방안을 재점검하기로 했다. 지난 7월 금감원이 발표한 저축은행 PF대출 사업장 1174곳을 점검한 결과에서 실제 공사가 중단된 PF대출 사업장은 24곳이었다. 또 공정률과 분양률 등이 저조한 ‘요주의 사업장’에 대한 대출 규모는 2조2000억원으로 분석됐다.앞서 이복현 금감원장은 저축은행업계와의 간담회에서 “PF사업장의 공사 중단‧지연 가능성에 대비해 현장실사 등 점검주기를 단축하고 공정률, 분양률 등을 반영한 사업성 평가를 철저히 해 달라”고 주문한 바 있다.​






 



​",['요즘 계속 저축은행 금리상승으로 인해 예금을 갈아타고 있는데 건전성을 살펴보면서 옥석을 가려서 가입해야겠네요.']
조흥저축은행 적금, 조흥저축은행 12개월 3.5%(복리) ,2022.06.09. 10:53,"조흥저축은행 비대면 정기예금 12개월 3.5%(복리)​요새 신협이 상대적으로 핫한데국가에서 예금자보호 5천만원 가능, 월복리 상품으로저축은행도 괜찮은것 같아요 ~",['빠른 정보 감사합니다~ 보자마자 가입했습니다~']
