상품명,제목,날짜,본문,댓글
신한은행 예금, 신한은행 6개월 예금 만기 ,2023.09.17. 05:42,안녕하세요.목돈이 생겨서 6개월 예금에 넣어놨는데 오늘 만기네요. 3.4% 금리라 이자가 크진 않지만 그래도 조금 큰 푼돈이 생겨서 기분은 좋네요 ^^,['기분좋을것같아요']
신한은행 예금, 현재 신한은행에서 예금 금리 제일 높은게 몇프로인가요? ,2022.06.04. 19:42,여기저기 예적금 알아보고 있는데​신한은행 예금 금리 제일 높은게 몇인가요?,"['안녕, 반가워 적금은 신한은행에 예적금 처음 가입할 경우 우대금리 받아 최대 4.6% 까지 있던데요.\n그렇지않으면 3.2% 인가 하는 상품도 있어요.']"
신한은행 예금, 1년 예금 만기 어떻게하는게 좋을까요? ,2023.11.01. 09:43,예금 만기가 4일 남았다고 연락왔는데​자동 재예치를 해야할지 고민이네요.​작년에 이율 4.7%에 넣었는데 ​만기 후 다시 들어가면 4.7%이상 받을수 있을까요?​신한은행하고만 거래해서 다른은행에 예치할 생각은 없습니다.​,['해당 은행에 문의해보세요. 재예치 경우 우대금리 주는 경우도 있으니 (2금융권의 경우) 얼마전 새금 만기된 예금 재예치하고 조금 더 받았거든요.']
신한은행 예금, 신한은행 40주년 특판 예금! 최대3.2% ,2022.07.13. 17:18,"저는 2022년7월1일자로 신한은행 선착순 상품에 가입했습니다.예금은 1억원 한도 내에 이율은 최대3.2%였습니다.보름가까이 지난 지금은 한도소진으로 마감되었네요.하지만 포인트 주는 이벤트들이 많이 있으니 신한은행 다들 꼼꼼히 살펴보시길!저도 좋은 정보있으면 공유하겠습니다~



 














​",['조건없이 아무나 3.2인가요?']
신한은행 예금, 신한은행 한도제한 질문드립니다 ,2023.01.05. 16:14,신한은행 예금 들려고하는데 한도제한떄문에 계좌개설이 망설여지는데​3000정도 예금들면 한도제 한풀어주나요?​아니면 무조건​급여 12개월치 받아야지 한도제한풀어주나요?,['전 신한카드 계좌이체해서 한10달인가 \n하튼 그거 이체실적?? 보고 풀어줬는데요\n\n그 전에 간데는 자동이체 3건 또는\n신한카드 신규 그런소리 해서 안풀었어요\n신한카드 있으시면 그걸로 푸는게 좋은거 같음']
신한은행 예금, 예금도 20일제한 걸리나요? ,2022.07.10. 23:06,부모님이 예금 들고 싶다고 하셔서 저축은행에 가서  3.5이율의 예금을 5천씩 2개 들었어요.예금자 보호땜에 5천씩 나눈건 괜찮았는데 한 은행에 두개를 들었네요ㅠㅠ  하나 해지하고 신한은행 예금 들고 싶은데 20일제한에 걸릴까요?참고로 신한은행 계좌는 없어요ㅠㅠ 무지해서 몸이 고생하네요^^;,['저축은행에서 통장 안만드셨으면 예금은 따로 제한은 없어요~\n이번에 신한은 통장을 만드셔야하니까 저축은행에서 계좌개설 안하시면 가능하고 아니면 기다리셔야해요']
신한은행 예금, 신한은행 정기예금 해지하고 타은행 정기예금 계좌로 ,2021.07.14. 11:18,신한은행 정기예금 해지하고 타은행으로 옮기려는데ㅠ 타은행 정기예금으로 바로 이체 안해주나요ㅠ다른은해은 수수료때고 해주는걸로 아는데ㅠ아시는분 좀 알려주시면 안될까요​,['정기예금 들려는 타은행 입출금통장만들어서   그통장으로 입금시켜놔야  정기예금들수있어요   \n']
신한은행 예금, 신한은행 청년도약계좌가 연 이율이 ,2023.07.13. 14:41,"​



 














​5년 만기해야 연 6%네요? 너무 짠거 아닌가요?코인충으로서 한마디만 하고 갈게요​제가 바이파이라는 디파이에도 코인 예치중인데해도해도 청년도약계좌는 연이자가 너무 낮네요금융사가 웹3 디파이한테 밀린다 뭐다 하던데이런거 보면 밀릴수 밖에 없는 구조인듯 싶습니다.​



 





종류

월예치금액

년예치금액

이자

신한은행 청년도약계좌 예금

최대 70만원

840만원 제한

5년 만기 시 6%

바이파이BNB/USDC 예금

금액 제한 없음

금액 제한 없음

연 11~12%






 



​",['바이파이는 코인으로 예금하는 곳인가요?']
신한은행 예금, 안녕하세요 예금을 계속 가지고있어도되는지요~ 도와주세욥 ,2022.09.23. 13:48,"안녕하세요 요즘에 예금적금이 이율이 너무올라서요~~​갈아타야하는지 그냥 계속 가지고있으면되는지 해서요~​조언부탁드려요ㅜㅜ



 





 은행

 월 납입금액

 가입일

 만기일

 이율

 기업은행 - 예금

  30,000,000 (예치금)

 2021-12-08

 2022-12-07

 1.93%

 웰컴저축은행

         200,000 

 2022-01-12

 2023-01-12

 5.0%

 신한은행 - 예금

 10,000,000 (예치금)

 2022-01-13

 2023-01-13

 1.80%

 새마을금고

         500,000 

 2022-02-11

 2023-02-11

 2.5%(우대)

 새마을금고

         100,000 

 2020-02-20

 2023-02-20

 2.6%(우대)

 새마을금고

      1,000,000 

 2022-03-14

 2023-03-17

 3.0%(우대)






 



​",['이미 기간이 많이 경과 하였기때문에 그냥 두시는것이 나을것같네요\n특판적금 나오시면 찜해놓기로 가입해두시고 이연해두었다가 다른적금 만기되면 찜해둔적금에 넣으시면 될것같아요\n선납이연은 카페글에 많으니 검색하여보세요~']
신한은행 예금, 미성년자 자녀 예금 해지시 서류와 부모 내방 ~ ,2023.08.19. 23:17,"미성년자 자녀의 경우 예금 통장 해지시 금융기관마다 약간의 서류가 다르더라구요.​통장 개설할때는 내방하는 부모중 1명만 서류와 신분증, 도장등 지참인데통장 해지할경우 부모 둘다 신분증 지참후 내점하나요?​#신한은행의 경우  개설서류​자녀기준 - 기본증명서 (특정)자녀기즌 - 가족관계증명서 (일반)도장, 내점 부모 신분증등​# 신한은행이 경우 해지 서류위와 동일 및 내점 법정부모 2인 방문이 맞나요​​# 은행 말고 다른곳도 동일 한가요.. 둘다 내점하려고 하니.. 휴가를 내고 갈수도 없으니.. 개설할때와 해지할때가 불편하네요.​​​",['은행마다 지점마다 천차만별이더라고요ㅜ 해당 은행 지점에 문의하시는게 제일 정확해요.']
신한은행 예금, 신한은행 정기예금 금리가 이틀연속 내렸어요 ,2022.12.08. 00:40,12개월 온라인 4.95 였는데 어제 4.9 오늘 4.85계속 내리네요 ㅜㅜ20일제한으로 월말에나 적금가입 가능하고돈은 단기예금 들어가있어서 2월초에 풀리고 ㅜㅜ괜히 눈치보다 다 놓치는 기분,"['미국이 빅스텝할거라고 하는데, 한국은 거꾸로 가네요. 정부에서 강압적으로 예금금리를 낮추라고 개입하는 중이라서']"
신한은행 예금, 예금 만기 되었어요. ,2023.07.11. 14:33,소소하지만 적은 돈 파킹하려고 3개월 신한은행에 예금 들어놨었는데 만기되었네요.오늘 아침 입출금계좌로 들어왔길래 뭐지 했더니 예금이네요~! 괜시리 행복합니다.,['축하 축하~~']
신한은행 예금, 신한은행 예금 들었어요~ ,2022.10.18. 21:31,6개월 4.2프로​돈쓸일이있어 6개월로 했지만 1금융권이라 더 안심이예요,['축하해요~']
신한은행 예금, 외화 자유입출금 + 외화예금 궁금한 점 여쭙니다. ,2023.03.14. 13:43,달러가 좀 있어서 쓰지도 않는데 나아아아중을 대비해서 그냥 은행에 1년 묶을까 합니다.신한은행 다녀왔는데요달러 자유입출금통장 개설 + 달러 정기예금 상품 가입이렇게 설명하더라고요.그러면서 달러 자유입출금통장은 20일 제한이 걸리지 않는다고 하는데...사실인지....20일 제한이 걸린다면 지금 달러 자유입출금통장 만들어버리면 저는 4월 첫째주에 만기되는 예금을 특판 상품으로 다시 묶을수가 없어서요...알고 계신 분의 답변을 구합니다.감사드려요(__),['신협 거래하시면 먼저 입출금통장 하나 만들어 20일제한  인 상태서 해당통장 가입해보시면 어떨까요?? 신협은 당일 해지하면 20일 안걸리니까요.']
신한은행 예금, 신한은행 40주년 특판 예금과 현 금리 예금 ,2022.10.05. 15:24,"​안녕하세요 항상 관심은 많지만 관심만 많았던 사람인데 이제 열심히 공부해보려 합니다.​40주년 특판 예금 1년에 1.85+1.35 = 3.2% 로 아싸하며 가입했는데 (7월달)오늘 확인해보니 현재 예금 금리가 1년에 4.5% 더라구요.어떻게 해야하나 혼자 엄청 고민하고 계산?해보다가 결국 갈아탔어요ㅠㅠ​제가 계산한건, 현재 특판예금에 묶여있던 애 만기시(1년/2023.07) 금액과 갈아 탈 예금으로 원래 예금이 만기할 시기(9개월/2023.07) 금액을 비교해봤어요.   비슷하더라고요..​그래서 아싸리 더 짧은 기간인 3개월 3.4%에 넣어뒀고 3개월 만기 후 더 나은 조건인 예금으로 갈아탈까 합니다..이렇게 하는게 맞는건지, 잘 한 건지 모르겠습니다. ㅠ0ㅠ 다들 이런 경우엔 어떻게 계산해보시는지 궁금해요. ​마지막으로 다들 부자되세요!!!!!!!!!!!!!!!!!!!!!!!!!",['저는 4.5로 갈아탓어요 ; ;']
신한은행 예금, 예금 적금 문의 ,2022.11.07. 10:10,안녕하세요. 너무 고민돼서 ㅠㅠ 예금만기가돼서 어디로 들어야할지 막막하네요.​1억정도 목돈이있어요. 특별히 사용할곳이없구요. 5천까지 예금자보호여서 나눠서 들려고합니다.​지금 신한은행5천들어있는데 4.5%때 한달전에 가입했어요. 갈아타야할지 고민중입니다.​신협등.. 금리가 괜찮은데. 1금융이 아니여서 걱정돼서 못들겠더라구요. 다음달되면 금리가 더 오를거같은데 기다렸다가 1금융으로 가입하는게 좋을까요?. 기업은행도 채권이라고 적혀있어서.. 불안하고.​1년짜리 들거라 크게 걱정안하고 금리 높은곳으로 하는게좋을지 그냥 맘편하게 1금융이 나을지 너무고민입니다.​지금은 1금융은 5%안쪽이더라구요. ​그리고 매달 적금 400씩 들고있는데. 아랫글보니 적금보다 예금풍차로 하는게 좋다고하는데 예금이 나을까요?.​너무 머리가 아파요.. 자꾸 금리가 오르니.. 가입했다 해지만 하다가 끝날거같고. 금리높은곳으로 갈아타고싶은데.​불안하고. 결정을 못내리겠어요. 그래봤자 1년씩들거라 이렇게 고민해야하나싶고. ​그리고 이번달 천만원 만기예금이있어요. 은행 망하지않을거같음 걍 맘편하게 5천씩 나누기하지말고 한번에 넣는것도 괜찮을까요? 신한이나 국민요. (4.6~5%사이임.),['저라면 제1금융에 5천 넣고 요즘 신협금리 높던데 2천정도씩 쪼개서 분산해 넣을것 같아요.']
신한은행 예금, 예금 만기 되었는데 다시 들었어요. ,2023.07.11. 16:59,신한은행에서 예금 풍차돌리기 하는데 6개월 채워서 다시 들었어요.이렇게 꾸준히 하다보면 돈이 모아지겠지요.,['예금도 매달 가입하면 풍차인거 아닐까요?ㅎㅎ']
한성저축은행 예금, 예금 금리 비교 및 여러 질문 ,2021.02.22. 09:50,안녕하세요. 재테크 왕초보 재린이라 부끄럽지만 여러 질문을 좀 드릴게요. ​양천신협 2.4 끝나서 못 들고 저축은행들 중 그나마 금리가  가장 나은 곳 찾아보는 중인데 지금 가장 금리 좋은 곳이 어디 있을까요?​은행들 금리들을 쫙 비교할 수 있는 곳이 있다면 좀 알려주세요~~ ​여기서 검색해서 sb톡톡을 깔았는데 어제까진 ES저축은행 2.2가 떴었는데 지금은 안뜨네요. 한성저축은행이 2.21이 뜨는데... 여기 저축은행은 어떤가요? 한성은 처음 들어봐서요.. ​마지막으로 질문 하나만 더 드릴게요. 비대면으로 예적금 개설하면 만기 시에 직접 가서 해지해야 하는건가요? 직접 가서만 해지된다면 은행 위치도 확인하고 개설해야 하는건가 해서요.,"['http://finlife.fss.or.kr/main/main.do 금융감독원의 금융상품들 비교할 수 있는 사이트 입니다. 시중은행, 저축은행 거의 다 조회됩니다.']"
웰컴저축은행 예금, 웰컴저축은행 예금 금리 인상! (ft. 웰컴저축은행 안전성) ,2022.12.13. 21:38,"웰컴저축은행에서 예금 금리 인상이 되었죠?​m-정기예금 상품 기준으로 단리와 복리 선택이 가능합니다. 기간은 12개월 ~ 36개월로, 금리는 12개월 기준 5.70% / 36개월 기준 5.75% 입니다. (복리수익률 각각 5.85% / 6.25%)​매월 이자를 받고 싶으시다면 단리로, 만기에 이자를 받고 싶다면 복리로 운용하시면 될 것 같습니다.​금리 조정기에 5% 후반이면 나쁘지 않아 보이지만 15일 미 연준 발표를 앞두고 있기 때문에 또 어떤 변수가 발생될 지 모르겠습니다.​웰컴저축은행을 가입하시고 하는 분들은 경영공시 자료를 꼭 살펴볼 필요가 있는데요.



 







(웰컴저축은행 3분기 경영공시 중 주요지표비율)







-> BIS비율 8% 이상 충족, 고정이하여신비율 8% 이하 충족하나 전년동기 대비 상승, ROA (총자산(순)이익률) 및 유동성비율 전년동기 대비 하락했지만 아직까지는 양호하다고 볼 수 있다.​주요지표비율만 놓고 봐서는 고정이하여신비율을 제외하고 양호하다고 볼 수 있겠는데요. 하지만, 여기서 끝이 아닙니다. 부동산PF 대출 및 연체율도 보시는 게 좋습니다.​



 







(사진출처 : 웰컴저축은행 경영공시 자료)







-> 부동산PF 대출 연체율은 0.03% 로 양호하지만, 건설업 및 부동산업을 포함했을 때 연체율은 1.95% 로 급격히 상승했다는 부분을 살펴볼 수 있습니다. 또한, 전체 합계 대비 요주의 비율이 약 45% 차지하고 있으므로 예의주시할 필요가 있습니다.​(결론-개인적인 생각! 정답이 아닙니다!)-> 웰컴저축은행은 2금융권 저축은행 대표하는 곳 중 하나입니다. 지점도 많이 가지고 있고, 3분기 경영공시 주요지표를 봐서는 고정이하여신비율을 제외하고 양호한 편에 속한다고 생각합니다. 하지만, ROA 및 유동성비율이 하락했고 반면에 고정이하여신비율은 상승, 그리고 부동산대출 관련 요주의 비율이 높은 편에 속하므로 예금자보호 한도 내로 가입해서 단기(12개월)로 자금 운용을 해볼 수 있을 것 같습니다. 개인적으로, 부동산대출 요주의 비율 때문에 현재 공시 자료를 기준으로 장기로 운용하지는 않을 것 같네요.​저축은행은 고금리만 보고 가입을 하시는 것보다, 저축은행 안전성 지표를 최소한 살펴본 후에 진행하시는 걸 추천 드립니다. 관련 내용은 아래 링크를 통해 예전에 월재연에 작성했던 저의 글을 참고하시면 쉽게 이해하실 수 있으니 꼭 한 번 읽어보세요.​링크 : https://cafe.naver.com/onepieceholicplus/4004436



 








내가 가입한 저축은행 안전할까? 저축은행 안전성 보는 방법 5가지!
대한민국 모임의 시작, 네이버 카페
cafe.naver.com






 



​읽어주셔서 감사합니다.​",['감사드려요 ^^ 정보잘읽겠습니다']
웰컴저축은행 예금, 웰컴저축은행 m-정기예금 복리 년 5.75% ,2022.12.25. 10:30,"6개월 5.5%1년 5.7%  복리 5.75%​저축은행 전용계좌는 20영업일 발급제한이 걸린 경우 개설을 추천합니다.이건 웰컴통장이 있어야 가입되고 sb톡톡플러스 앱 비로그인서비스로가입가능이 안되네요.전용계좌는 비로그인서비스서 상품앞에 전용계좌라고 붙고20영업일발급제한이 안걸렸으면 입출금통장이 같이 개설됩니다.​​​



 















































6%이상 찾기 힘든거 맞나요?이제 예금 8%,적금 10%는 꿈인가요.​​​",['저축은행 월지급도 가능한건가요?']
웰컴저축은행 예금, ** 웰컴저축은행 정기예금 금리 인상 소식! -> 12개월 3.3% / 24~36개월 3.35% ** ,2022.06.13. 12:29,​웰컴저축은행 정기예금 금리가 인상되었다고 문자를 받아서 공유 드립니다.​어플로 가입시 영업점보다 조금 더 높은 금리로 가입 가능합니다.​12개월 기준 3.3% / 24~36개월 3.35% 적용 가능하고 복리로 가입도 가능하니 괜찮은 금리로 생각됩니다!!!!!​다른 금융사 더 높은 금리의 예금 특판 놓치신 분 계시다면 웰컴저축은행 예금 상품도 생각해보시면 좋을 것 같습니다~~~~~~~!!!!!!!,"['저의 경우는 월 10만원씩 1년 웰뱅에 적금했는데, 만기에 사용할 수 있는 0.2% 쿠폰을 주길래 만기금을 정기예금으로 모두 전환하여 총 3.5% 이율이 적용되네요. 단, 쿠폰은 오직 만기금에만 해당되어서 더 많이 불입하는 건 안되는 듯 합니다.']"
웰컴저축은행 예금, 웰컴 저축은행 예금 풍차 +1 !! ,2023.02.07. 10:15,예금 풍차가 하나 더 늘었어요 ~~ 카뱅에 있는거 까지 7개의 예금을 굴리고 있답니다 :3​예금 풍차 12개 되는게 소소한 목표에요 ㅎㅎ 매달 만기통장 생겼으면 하는 바람 ㅎㅎ,['저도 매달 만기되게끔 가입중입니다\n같이 퐈이팅해요!']
웰컴저축은행 예금, 웰컴저축은행 예금 5.35% ,2022.10.19. 16:49,드디어 저축은행도 금리인상 시작햇네요,['어제 5.9 나오고 오늘 6 나왔는데요.지난주부터 5.75 나오기 시작하고 이번주 월요일부터 5.5 수두룩하구요.']
웰컴저축은행 예금, 웰컴저축은행 예금가입하려고 하는데 토스나 카카오뱅크에서 계좌이체할때 은행명이 안뜨네요? ,2023.04.28. 16:42,"이게.. 안뜨는게 맞나요? 입출금계좌로 돈을 입금한다음에 진행하려고 하는데, ​다른 은행(농협)등에서 이체해야 할까요? ㅜㅜㅜ ​웰컴 계좌있으신 분들 같은 경험있으시면 말씀부탁드립니다!",['저축은행 선택하심되요. 초록색 바탕에 SB써있는...  다른저축은행도 다 그렇트라구요']
웰컴저축은행 예금, 웰컴저축은행 비대면 보통예금 파킹통장으로 전환하면 입출금계좌개설로 적용될까요? ,2022.10.18. 18:35,안녕하세요​웰컴저축은행의 비대면 보통예금 계좌가 있는데요 이걸 파킹통장으로 전환하면 혹시 입출금계좌개설로 적용될까요?아시는분 알려주세요!,['그건 아닌데 말일에 전환하시고 다음달부터 우대금리 적용받으시는게 나아요. 전환 후 전월실적을 보거든요']
웰컴저축은행 예금, 오늘부터 웰컴저축은행 예금 3%에요!🎶 ,2022.06.10. 11:58,오늘부터 welcome 직장인사랑 보통예금 금리가 3%로 올랐어요! 한도도 1천만원이었는데 이제 5천만원까지 확대해준다네요~!! ​비록 선택동의가 있지만 간단한거라 참여가 쉬울듯합니당​,['깜빡할뻔했네요 감사합니다^^']
웰컴저축은행 예금, 웰컴저축은행 예금금리요 ,2023.04.25. 20:59,​4.5%.. 상품 가입하려는데비대면 제한중임방문가입도 되나요?검색함..모바일 인터넷이라고 쓰여있어요,['입출금 불가합니다']
웰컴저축은행 예금, 웰컴저축은행 비대면예금(일반)과 직장인예금(급여)는 따로 개설하나요? ,2021.10.05. 19:47,"웰컴저축은행의 비대면예금계좌(금리 연1.3%)를 갖고 있어요~직장인통장의 경우 ""급여""적요가 있을 시, 자동이체나 마케팅동의 하면 금리 연2.0%라던데따로 직장인급여계좌를 열어야 하는건가요?​현재 보유중인 계좌도 ""급여""적요 및 기타우대조건 성립하면 알아서 2.0금리가 적용되는지~~궁금합니다~!​​","['따로 직장인계좌를 여는게 아니라, 그냥 직장인통장을 급여계좌로 쓰시면 돼요. 직장인통장에 ""급여""라고 100만원이상 찍히면 익월 우대이율 적용되더라구요.']"
웰컴저축은행 예금, 웰컴저축은행 파킹통장 3.8%로 이율 업(10.19부터) ,2022.10.18. 16:39,"웰컴 입출금통장 금리 인상 예정 안내[Web발신](광고) 웰컴저축은행 입출금통장 금리 인상 예정 안내10월 19일(수)부터 웰컴 입출금통장 금리가 최대 ★연 3.8%★로 인상될 예정입니다.여유자금은 언제든 넣고 뺄 수 있는 입출금통장에 맡겨놓으세요-!매달 이자를 지급해드리기 때문에 월복리 효과도 누릴 수 있어요 ​■ 금리인상일 : 2022.10.19.(수)■ WELCOME 직장인사랑 보통예금- 가입대상 : 만 19세 이상 개인 - 최대 ★연 3.8%★- 기본금리 : 연 2.3%- 우대금리 : 연 1.5%1) 급여 이체 100만원 이상 +0.5%2) CMS 또는 지로 자동납부 1건 이상 +0.5%3) 마케팅 및 멤버십 동의 +0.5%- 적용한도 : 최대금리 5천만원까지 적용되며, 5천만원 초과분은 최대 2.8%(기본+우대3) 적용- 상품보러가기 : https://abr.ge/a5o8ye​■ WELCOME PLUS 보통예금- 가입대상 : 개인- 최대 ★연 3.6%★- 기본금리 : 연 2.3%- 우대금리 : 연 1.3%1) 체크카드 실적 10만원 이상 +0.5%2) CMS 또는 지로 자동납부 1건 이상 +0.5%3) 마케팅 및 멤버십 동의 +0.3%- 적용한도 : 최대금리 5천만원까지 적용되며, 5천만원 초과분은 최대 2.6%(기본+우대3) 적용- 상품보러가기 : https://abr.ge/cmsbtm​■ 웰뱅 모두페이 통장- 가입대상 : 개인- 최대 ★연 3.8%★- 기본금리 : 연 1.3%- 우대금리 : 연 2.5%1) 예치금 잔액 50만원 초과시 +0.5%2) 간편결제 이용실적 10만원 이상 +2.0%- 적용한도 : 최대금리 5백만원까지 적용 - 상품보러가기 : https://abr.ge/fxpvyz​☏ 고객센터: 1661-9400 (평일9:00~18:00) ☏ 무료수신거부: 080-801-3600(수신자부담) ​* 계약 체결 전 상품설명서 및 약관을 확인하시기 바랍니다.* 해당 상품에 대해 충분한 사전 설명을 받을 권리가 있으며, 설명을 이해한 후 거래하시기 바랍니다.* 위 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호한도는 본 상호저축은행에 있는 귀하의 모든 예금보호 대상 금융상품의 원금과 소정의 이자를 합하여 1인당 “최고 5천만원”이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다.웰컴저축은행 준법감시인 심의필 제3820호(2022.10.18~2023.10.17)",['방금 문자 와서 공유드립니다. 파킹통장 이율 맞대응하네요. ^^ 대신저축으로 돈 옮겨놨었는데\xa0내일 다시 웰컴으로 옮겨놔야겠습니다.\xa0이런 경쟁 좋아요~~!']
웰컴저축은행 예금, 웰컴저축은행 m-정기예금(복리) 2.1% ,2020.12.31. 18:14,"웰컴저축은행m-정기예금(복리) 2.1% 3년으로 오늘날짜로 하나 만들었습니다.​450만 원 / 3년으로 하니, 기대 이자는 세전 292,356 원으로 예상되네요.","['안녕하세요 질문하나만드릴게요!기존 카카오뱅크 적금이 만기되어서 저축은행 예금을 들려고하는데,저축은행 아무지역이나 다 가입이가능한건가요???']"
웰컴저축은행 예금, 웰컴저축은행 금리인상 3.5% ,2022.09.28. 14:26,웰컴저축은행 보통예금 3.5%인상이네요.,['저는 문자 안왔는데 ok로 옮기려고 했는데 그냥 있어야 겠네요']
웰컴저축은행 예금, 웰컴저축은행 안전성 ,2021.07.11. 12:10,일반 은행보다 금리가 높아서 예금을 가입하려고 하는데 웰컴저축은행의 경우 안전한지 저축은행이 과거 파산하는 경우도 있어서 요 며칠 계속 고민중이라서요웰컴저축은행의 bis를 찾아보니 13%로 작년보다 1포인트 정도 떨어졌고 국민은행 기준으로 17%라 저축은행 예금 하시는 분들께 조언을 구합니다. ​웰컴저축은행이 괜찮을까요? 안전성이 항상 고민됩니다. 만기가 되었을때 돈을 바로 찾을 수 있을지 만기가 되었음에도 미루는 경우가 있을지 후기가 있으시다면 말씀부탁드립니다.​​--------------------------주말에 글 올리고 이것 저것 알아보다가 저는 웰컴 아니라 상상인저축으로 가입했습니다. 예금자보호는 이자 포함 5천만원이니 참고하세요!!,['저도 이자가 높아 웰컴 저축은행 쓰는데 아직까지는 괜찮아요\n저축은행이래도 예금자보호법??인가??\n오천만원까지 보호가 된대서 그냥쓰고있어요']
웰컴저축은행 예금, 웰컴 예금 최고 복리 4.48%한달 안되서 또 인상이네요 ,2023.04.20. 15:45,"웰컴저축은행 정기예금 금리 인상 안내지금 웰컴저축은행에서 정기예금 가입하면 최대 ▶연 4.4%◀▷ 가입대상 : 제한없음▷ 이자지급 : 단리(매월), 복리(만기일시)▷ 가입기간 : 1개월~36개월▷ 납입금액 : 10만원 이상▷ 가입하기 : https://saving.welcomebank.co.kr/xpocs0



 








웰컴디지털뱅크(웰뱅)
NO.1 디지털뱅킹 저축은행! 웰컴저축은행!
saving.welcomebank.co.kr






 



​​■ 정기예금 금리1개월 이상 연 0.5%3개월 이상 연 1.3%6개월 이상 연 2.5%12개월 이상 연 4.4% ★24개월 이상 연 3.5%36개월 연 3.5%",['저축은행들은 몸사리네요 ^^']
웰컴저축은행 예금," 웰컴저축은행 복리m-정기예금, 케이뱅크 코드K정기예금 올해 만기 예정이에요 ㅎㅎ ",2023.06.20. 13:32,"​올해 만기되는 두 예금이에요 ㅎㅎ​하나는 웰뱅 복리m-정기예금으로당시 5.3%로 천만원 넣었고



 














다른 하나는 케뱅 코드K정기예금으로당시 5.0%로 있는 돈 없는 돈 싹 긁어모아 넣었었네욤 ㅎ...



 














​만기까지 잘 보유하다가 이자 받으면 합쳐서 또 예금 넣어야겠어요 ㅎㅎ",['']
웰컴저축은행 예금, 웰컴저축은행 예금금리인상 정보 ,2021.07.13. 23:28,슬슬 은행권들 예금금리 인상소식들이 나오네요~최대 2.4% 금리면 괜찮은거같은데...​앞으로들 얼마나 더 좋은금리들이 나올지는 지켜봐야겠네요~,['여기도 예금 3천까지 세금우대로 가입할수 있나요?']
웰컴저축은행 예금, 웰컴저축은행 입출금통장 금리 인상 예정 안내-10/1부터 ,2022.09.28. 14:03,"(광고) 웰컴저축은행 입출금통장 금리 인상 예정 안내10월 1일(토)부터 웰컴 입출금통장 금리가 최대 ★연 3.5%★로 인상될 예정입니다.여유자금은 언제든 넣고 뺄 수 있는 입출금통장에 맡겨놓으세요-!매달 이자를 지급해드리기 때문에 월복리 효과도 누릴 수 있어요 ​■ 금리인상일 : 2022.10.01.(토)■ WELCOME 직장인사랑 보통예금- 가입대상 : 만 19세 이상 개인 - 최대 ★연 3.5%★- 기본금리 : 연 2.0%- 우대금리 : 연 1.5%1) 급여 이체 100만원 이상 +0.5%2) CMS 또는 지로 자동납부 1건 이상 +0.5%3) 마케팅 및 멤버십 동의 +0.5%- 적용한도 : 최대금리 5천만원까지 적용되며, 5천만원 초과분은 최대 2.5%(기본+우대3) 적용- 상품보러가기 : https://abr.ge/a5o8ye​■ WELCOME PLUS 보통예금- 가입대상 : 개인- 최대 ★연 3.3%★- 기본금리 : 연 2.0%- 우대금리 : 연 1.3%1) 체크카드 실적 10만원 이상 +0.5%2) CMS 또는 지로 자동납부 1건 이상 +0.5%3) 마케팅 및 멤버십 동의 +0.3%- 적용한도 : 최대금리 5천만원까지 적용되며, 5천만원 초과분은 최대 2.3%(기본+우대3) 적용- 상품보러가기 : https://abr.ge/cmsbtm​■ 웰뱅 모두페이 통장- 가입대상 : 개인- 최대 ★연 3.5%★- 기본금리 : 연 1.0%- 우대금리 : 연 2.5%1) 예치금 잔액 50만원 초과시 +0.5%2) 간편결제 이용실적 10만원 이상 +2.0%- 적용한도 : 최대금리 5백만원까지 적용 - 상품보러가기 : https://abr.ge/fxpvyz​☏ 고객센터: 1661-9400 (평일9:00~18:00) ☏ 무료수신거부: 080-801-3600(수신자부담) ​* 계약 체결 전 상품설명서 및 약관을 확인하시기 바랍니다.* 해당 상품에 대해 충분한 사전 설명을 받을 권리가 있으며, 설명을 이해한 후 거래하시기 바랍니다.* 위 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호한도는 본 상호저축은행에 있는 귀하의 모든 예금보호 대상 금융상품의 원금과 소정의 이자를 합하여 1인당 “최고 5천만원”이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다.웰컴저축은행 준법감시인 심의필 제3820호(2022.09.28~2023.09.27)​웰컴도 드디어 올리는군요~",['오..웰컴만 안올라서 갈아탈까했는데 ㅋㅋ 다행이네요']
웰컴저축은행 예금, 오늘 웰컴저축은행 m-정기예금(복리) 가입했어요 ,2021.04.07. 15:37,오늘 웰컴저축은행 m-정기예금(복리) 1년짜리 가입했어요​금액은 얼마안되는데 돈 넣을곳이 없어서 웰컴저축은행에 넣었어요​조금이라도 이자 받으려고 넣었는데 아직도 목표치는 멀었어요​저포함해서 여러분 지치지 맙시다!!!  화이팅!!!​​,['금리 몇 프로인가요?']
