,금융회사,상품명,적립방식,세전이자율,세후이자율,세후이자(예시),최고우대금리,실질이자율,이자계산방식,기간,이자지급,비교 공시일,담당부서 및 연락처,우대조건,가입대상.1,가입방법,만기후 이자율,기타유의사항,등급,cluster_num,우대사항정리,급여이체,마케팅동의,자동이체,카드실적,최초거래,주택청약,비대면,영업점,해당은행,이체횟수,만기,변동금리,이벤트,기타,나이,환경,신혼,반려인,직장인,여행
164,푸른저축은행,보통예금,,0.01,,,0.01,,,제한없음,"매분기(3, 6, 9, 12월) 지급",,,,제한 없음,상관없음,,,1,,우대사항없음,,,,,,,,,,,,,,,,,,,,
165,상상인플러스저축은행,보통예금(비대면),,0.01,,,0.01,,,제한없음,"결산기준일 익일부터 결산기준일까지의 기간을 이자계산 기간으로 하고, 매일 최종잔액에 대하여 영업점에 게시한 이율로 계산",,,,"주민등록증 또는 운전면허증을 소지한 만19세 이상 내국인, 개인고객",온라인,,- 금융거래목적 확인 대상인 경우 계좌 개설이 불가능 할 수 있습니다. (20영업일 이내 타행입출금 통장 1건 이상 개설 등),4,,우대사항없음,,,,,,,,,,,,,,,,,,,,
166,상상인저축은행,비대면 파킹통장 보통예금,,0.01,,,0.01,,,제한없음,매월 세 번째 토요일까지 계산 후 다음날 지급,,,,"만 19세 이상 내국인, 개인고객",온라인,,,4,,우대사항없음,,,,,,,,,,,,,,,,,,,,
167,스카이저축은행,자유저축예금,,0.01,,,0.01,,,제한없음,"매분기(3,6,9,12월 셋째주일요일)세금 공제한 후 원금에 가산
결산기준일 익일부터 결산기준일까지의 기간을 이자계산 기간으로 하고, 매일 최종잔액에 대하여 영업점에 게시한 이율로 계산",,,,개인,상관없음,,"계약 체결 전 상품설명서 및 약관을 확인하시기 바랍니다.
해당 상품에 대한 충분한 사전 설명을 받을 권리가 있으며, 설명을 이해한 후 거래하시기 바랍니다.",2,,우대사항없음,,,,,,,,,,,,,,,,,,,,
168,상상인플러스저축은행,크크크 파킹통장 보통예금,,0.01,,,0.01,,,제한없음,매월 셋째 주 일요일 이자 지급(원천징수 후 원금에 가산함),,,,"주민등록증 또는 운전면허증을 소지한 만 19세 이상 내국인, 개인고객",온라인,,"개설가능시간: 00:50~23:10
신청조건확인
※ 아래의 조건에 하나라도 해당되면 비대면 계좌개설이 불가능합니다.
- 최근 한달(20영업일) 이내에 타금융회사(저축은행 포함) 입출금 예금을 개설한 경우
- 대포통장 또는 전자금융 사기계좌 명의인
- 미성년자(만19세 미만)
- 외국인, 재외국민, 해외거주자
- 해외 접속을 통한 서비스를 신청한 경우
전자금융(인터넷뱅킹) 미가입 시 이체거래, 거래내역 확인 등 사용에 제약이 있으니 가급적 가입하여 주시기 바랍니다. (계좌개설 이후에도 가입 가능)
OTP관리 유의사항
- OTP를 교체하신 경우 크크크 또는 당행 인터넷뱅킹에서 변경 등록 후 사용하시기 바랍니다.
- 공동인증서(구 공인인증서)가 없는 경우에는 인증방법 선택에서 ""전화ARS/스마트앱 인증""을 선택하신 뒤 거래하시기 바랍니다.
- 보안매체가 OTP에서 보안카드로 변경되지 않으므로 유의하십시오.
- OTP이체한도는 1회 최대 1억, 1일 최대 5억입니다. 이체한도 감액 설정은 당행 인터넷뱅킹에서 가능하나 증액을 위해서는 크크크 상상인플러스디지털뱅크 앱을 이용하시면 됩니다.
계약 체결 전 상품설명서 및 약관을 확인하시기 바랍니다.
해당 상품에 대한 충분한 사전 설명을 받을 권리가 있으며, 설명을 이해한 후 거래하시기 바랍니다.",4,,우대사항없음,,,,,,,,,,,,,,,,,,,,
169,더케이저축은행,e-보통예금,,0.01,,,0.01,,,제한없음,"• 매분기 마지막월 셋째주 토요일을 결산기준일로 하여 다음날 원금에 가산
• 결산기준일 익일부터 결산기준일까지의 기간을 이자계산 기간으로 하고, 매일 최종잔액에 대하여 영업점에 게시한 이율로 계산",,,비대면가입,개인,온라인,,"• 계약 체결 전 상품설명서 및 약관을 확인하시기 바랍니다.
• 해당 상품에 대해 충분한 사전 설명을 받을 권리가 있으며, 설명을 이해한 후 거래하시기 바랍니다.",4,,* 비대면 : 0.5%,,,,,,,0.5%,,,,,,,,,,,,,
170,조은저축은행,e-보통예금(본점),,0.01,,,0.01,,,2000만원이하,"매분기(3,6,9,12월) 셋째주 토요일을 결산기준일로 하여 다음날 원금에 가산",,,,"인터넷뱅킹 이용자
비대면 거래 시 만 19세이상 내국인(개인)
최근(영업20일이내) 타금융사(저축은행 포함) 입출금예금을 개설한 경우 서비스 가입이 제한됩니다.",온라인,,,4,,우대사항없음,,,,,,,,,,,,,,,,,,,,
171,조은저축은행,e-보통예금(본점),,0.005,,,0.01,,,2000만원초과,"매분기(3,6,9,12월) 셋째주 토요일을 결산기준일로 하여 다음날 원금에 가산",,,,"인터넷뱅킹 이용자
비대면 거래 시 만 19세이상 내국인(개인)
최근(영업20일이내) 타금융사(저축은행 포함) 입출금예금을 개설한 경우 서비스 가입이 제한됩니다.",온라인,,,4,,우대사항없음,,,,,,,,,,,,,,,,,,,,
172,다올저축은행,e보통예금,,0.005,,,0.01,,,1000만원미만,"월별 이자지급
매월 셋째주 토요일을 결산기준일로 하여 결산기준일 익일에 원금에 가산
이자계산기간 중 금리 변경시, 변경일 기준으로 전일까지는 기존이율, 변경일부터는 변경 후 이율이 적용",,,,개인,영업점,,"- 계약 체결 전 상품설명서 및 약관을 확인하시기 바랍니다.
- 해당 상품에 대해 충분한 사전 설명을 받을 권리가 있으며, 설명을 이해한 후 거래하시기 바랍니다.
- 제한 사항 : 계좌에 압류, 가압류,질권설정 등이 등록될 경우 원금 및 이자지급 제한, 예금잔액증명서 발급당일은 잔액변동 불가 등
- 본 상품은 변동금리이므로, 이율이 변경되는 경우 변경일부터 변경된 이율이 즉시 적용됩니다.
- 또한 변경일 이전 가입한 계좌를 포함하여 전 계좌에 적용됩니다.
- 최근(20영업일 이내) 타금융회사 입출금예금을 개설한 경우 본 상품의 가입이 제한됩니다.",3,,우대사항없음,,,,,,,,,,,,,,,,,,,,
173,다올저축은행,e보통예금,,0.01,,,0.01,,,1000만원이상,"월별 이자지급
매월 셋째주 토요일을 결산기준일로 하여 결산기준일 익일에 원금에 가산
이자계산기간 중 금리 변경시, 변경일 기준으로 전일까지는 기존이율, 변경일부터는 변경 후 이율이 적용",,,,개인,영업점,,"- 계약 체결 전 상품설명서 및 약관을 확인하시기 바랍니다.
- 해당 상품에 대해 충분한 사전 설명을 받을 권리가 있으며, 설명을 이해한 후 거래하시기 바랍니다.
- 제한 사항 : 계좌에 압류, 가압류,질권설정 등이 등록될 경우 원금 및 이자지급 제한, 예금잔액증명서 발급당일은 잔액변동 불가 등
- 본 상품은 변동금리이므로, 이율이 변경되는 경우 변경일부터 변경된 이율이 즉시 적용됩니다.
- 또한 변경일 이전 가입한 계좌를 포함하여 전 계좌에 적용됩니다.
- 최근(20영업일 이내) 타금융회사 입출금예금을 개설한 경우 본 상품의 가입이 제한됩니다.",3,,우대사항없음,,,,,,,,,,,,,,,,,,,,
174,세람저축은행,기업자유예금,,0.005,,,0.01,,,1000만원이상,"3, 6, 9, 12월 셋째주 토요일을 결산기준일로 하여 결산기준일 익일에 지급",,,,법인 및 개인사업자,영업점,,"▪ 양도 및 담보제공은 할 수 없습니다.
▪ 세율변동에 따라 해지 시, 수령액이 달라질 수 있습니다.
▪ 상품가입 후 의문사항 또는 불만(민원)이 있을 경우 상담센터(☏ 1588-6781) 또는 인터넷 홈페이지(www.serambank.co.kr)에 문의할 수 있고, 분쟁이 발생한 경우에는 금융감독원(국번없이 1332) 등에 도움을 요청할 수 있습니다.",2,,우대사항없음,,,,,,,,,,,,,,,,,,,,
175,세람저축은행,기업자유예금,,0.0075,,,0.01,,,5000만원이상,"3, 6, 9, 12월 셋째주 토요일을 결산기준일로 하여 결산기준일 익일에 지급",,,,법인 및 개인사업자,영업점,,"▪ 양도 및 담보제공은 할 수 없습니다.
▪ 세율변동에 따라 해지 시, 수령액이 달라질 수 있습니다.
▪ 상품가입 후 의문사항 또는 불만(민원)이 있을 경우 상담센터(☏ 1588-6781) 또는 인터넷 홈페이지(www.serambank.co.kr)에 문의할 수 있고, 분쟁이 발생한 경우에는 금융감독원(국번없이 1332) 등에 도움을 요청할 수 있습니다.",2,,우대사항없음,,,,,,,,,,,,,,,,,,,,
176,세람저축은행,기업자유예금,,0.01,,,0.01,,,10000만원이상,"3, 6, 9, 12월 셋째주 토요일을 결산기준일로 하여 결산기준일 익일에 지급",,,,법인 및 개인사업자,영업점,,"▪ 양도 및 담보제공은 할 수 없습니다.
▪ 세율변동에 따라 해지 시, 수령액이 달라질 수 있습니다.
▪ 상품가입 후 의문사항 또는 불만(민원)이 있을 경우 상담센터(☏ 1588-6781) 또는 인터넷 홈페이지(www.serambank.co.kr)에 문의할 수 있고, 분쟁이 발생한 경우에는 금융감독원(국번없이 1332) 등에 도움을 요청할 수 있습니다.",2,,우대사항없음,,,,,,,,,,,,,,,,,,,,
177,세람저축은행,두배로 저축예금,,0.005,,,0.01,,,1000만원이상,"3,6,9,12월 셋째주 토요일을 결산기준일로 하여 결산기준일 익일에 지급",,,,개인,영업점,,,2,,우대사항없음,,,,,,,,,,,,,,,,,,,,
178,세람저축은행,두배로 저축예금,,0.0075,,,0.01,,,5000만원이상,"3,6,9,12월 셋째주 토요일을 결산기준일로 하여 결산기준일 익일에 지급",,,,개인,영업점,,,2,,우대사항없음,,,,,,,,,,,,,,,,,,,,
179,세람저축은행,두배로 저축예금,,0.01,,,0.01,,,10000만원이상,"3,6,9,12월 셋째주 토요일을 결산기준일로 하여 결산기준일 익일에 지급",,,,개인,영업점,,,2,,우대사항없음,,,,,,,,,,,,,,,,,,,,
180,DB저축은행,보통예금,,0.01,,,0.01,,,1000000만이하,"• 매분기 마지막월(3,6,9,12월) 중 제3 일요일의 직전영업일을 결산기준일로 하여 다음날 원금에 가산
• 위 항 예금이자는 최초 예금일 또는 전 결산기준일 익일부터 결산기준일까지의 기간을 이자계산 기간으로 하고, 매일 최종잔액에 대하여 게시 이율로 계산함.",,,,제한없음,상관없음,,,2,,우대사항없음,,,,,,,,,,,,,,,,,,,,
181,DB저축은행,보통예금,,0.005,,,0.01,,,1000000만초과,"• 매분기 마지막월(3,6,9,12월) 중 제3 일요일의 직전영업일을 결산기준일로 하여 다음날 원금에 가산
• 위 항 예금이자는 최초 예금일 또는 전 결산기준일 익일부터 결산기준일까지의 기간을 이자계산 기간으로 하고, 매일 최종잔액에 대하여 게시 이율로 계산함.",,,,제한없음,상관없음,,,2,,우대사항없음,,,,,,,,,,,,,,,,,,,,
182,페퍼저축은행,함께그린 보통예금,,0.005,,,0.01,,,제한없음,"매 분기 마지막월 (3,6,9,12월) 중 일정한 날(휴일은 전영업일)에 원금에 가산",,,카드사용,"제한없음 (단, 그린체크카드 발급은 만 14세 이상 개인 / 미성년자는 동의서 징구)",상관없음,,,5,,* 카드실적 : 0.5% [본 계좌를 결제계좌로 지정한 함께그린 체크카드 사용실적이 월 5만원 이상],,,,0.5%,,,,,,,,,,,,,,,,
183,민국저축은행,e-행복보통예금,,0.01,,,0.01,,,1000만원미만,"매분기 마지막월중 셋째주 토요일을 결산기준일로 하여 다음날 원금에 가산. 결산기준일 다음날부터 결산기준일까지의 기간을 이자계산 기간으로 하고, 매일 최종잔액에 대하여 영업점에 게시한 이율로 계산",,,,만 19세 이상 내국인(개인),온라인,,"계약 체결 전 상품설명서 및 약관을 확인하시기 바랍니다.
해당 상품에 대한 충분한 사전 설명을 받을 권리가 있으며, 설명을 이해한 후 거래하시기 바랍니다.",1,,우대사항없음,,,,,,,,,,,,,,,,,,,,
184,민국저축은행,e-행복보통예금,,0.002,,,0.01,,,1000만원이상,"매분기 마지막월중 셋째주 토요일을 결산기준일로 하여 다음날 원금에 가산. 결산기준일 다음날부터 결산기준일까지의 기간을 이자계산 기간으로 하고, 매일 최종잔액에 대하여 영업점에 게시한 이율로 계산",,,,만 19세 이상 내국인(개인),온라인,,"계약 체결 전 상품설명서 및 약관을 확인하시기 바랍니다.
해당 상품에 대한 충분한 사전 설명을 받을 권리가 있으며, 설명을 이해한 후 거래하시기 바랍니다.",1,,우대사항없음,,,,,,,,,,,,,,,,,,,,
185,민국저축은행,비대면보통예금,,0.01,,,0.01,,,1000만원미만,"매분기 마지막월중 셋째주 토요일을 결산기준일로 하여 다음날 원금에 가산. 결산기준일 다음날부터 결산기준일까지의 기간을 이자계산 기간으로 하고, 매일 최종잔액에 대하여 영업점에 게시한 이율로 계산",,,,만 19세 이상 내국인(개인),온라인,,"계약 체결 전 상품설명서 및 약관을 확인하시기 바랍니다.
해당 상품에 대한 충분한 사전 설명을 받을 권리가 있으며, 설명을 이해한 후 거래하시기 바랍니다.",1,,우대사항없음,,,,,,,,,,,,,,,,,,,,
186,민국저축은행,비대면보통예금,,0.002,,,0.01,,,1000만원이상,"매분기 마지막월중 셋째주 토요일을 결산기준일로 하여 다음날 원금에 가산. 결산기준일 다음날부터 결산기준일까지의 기간을 이자계산 기간으로 하고, 매일 최종잔액에 대하여 영업점에 게시한 이율로 계산",,,,만 19세 이상 내국인(개인),온라인,,"계약 체결 전 상품설명서 및 약관을 확인하시기 바랍니다.
해당 상품에 대한 충분한 사전 설명을 받을 권리가 있으며, 설명을 이해한 후 거래하시기 바랍니다.",1,,우대사항없음,,,,,,,,,,,,,,,,,,,,
187,IBK기업은행,IBK국민연금안심통장,,0.01,,,0.01,,,150만원이하,"저축예금: 예금의 이자는 매년 3월, 6월, 9월, 12월 제2토요일에 결산 후 익일에 지급
※ 예금의 이자는 최종거래일로부터 5년이 경과한 날부터는 이자에 원금을 더하지 않고, 계좌해지 또는 추가 입출금 거래 발생일에 일괄 계산하여 지급할 수 있습니다.",,,,국민연금 수령자만 가입 가능,영업점,,"· 신용카드 결제계좌나 공과금 등 대금납부 목적의 계좌로 지정한 경우에, 결제·납부금액이 부족하거나 결제 납부취소 등이 발생한 때에는 제4조의 입금제한(입금은 압류 금지 수급금에 한한다)에 따라 고객이 영업점 창구에서 결제·납부금액을 직접 납부하거나 별도 지정계좌로의 입금 또는 직접 수령하는 방법으로 처리해야 함
· 이 설명서는 「금융소비자 보호에 관한 법률」 및 IBK기업은행의 내부통제기준에 따른 절차를거쳐 금융상품에 관한 중요한 사항을 이해하기 쉽도록 설명하기 위해 설명을 하기 전에 제공되는 자료로서, 상담일 이후 가입금액, 계약기간 등 변경에 의하여 일부 내용이 달라질 수 있으며 세법 · 관계법령, 약관 등이 변경되는 경우 변경된 내용이 적용됩니다.
동 상품과 관련하여 자세한 문의는 거래 영업점 또는 고객센터(1566-2566)로 문의주시기 바라오며, 상품가입 후 민원이 있을 경우 거래 영업점, 금융소비자지원부(080-800-0119) 또는 인터넷 홈페이지(www.ibk.co.kr)에 문의할 수 있습니다. 영업점 등을 통해 은행에 접수된 민원은 특별한 사정이 없는 한 14영업일 이내에 처리함을 원칙으로 하되, 기한 연장시 이에 대해 안내드리도록 하겠습니다. 또한 요청이 있는 경우 민원처리진행상황을 안내받으실 수 있으며, 금융소비자는 본 상품에 대해 당 은행과 분쟁이 있는 경우에는 금융소비자보호법 제36조 제1항에 따라 금융감독원 민원상담 센터(국번없이 1332) 또는 e-금융민원센터(http://www.fcsc.kr)에 분쟁조정을 신청할 수 있습니다.
IBK기업은행은 금품·향응을 받지 않습니다. 윤리경영 위반 사실이나 개선이 필요한 경우 신고해주시기 바랍니다. (☎02-729-7490, e-mail : ibkethics@ibk.co.kr)",1,,우대사항없음,,,,,,,,,,,,,,,,,,,,
188,IBK기업은행,IBK국민연금안심통장,,0.001,,,0.01,,,150만원초과~5000만원미만,"저축예금: 예금의 이자는 매년 3월, 6월, 9월, 12월 제2토요일에 결산 후 익일에 지급
※ 예금의 이자는 최종거래일로부터 5년이 경과한 날부터는 이자에 원금을 더하지 않고, 계좌해지 또는 추가 입출금 거래 발생일에 일괄 계산하여 지급할 수 있습니다.",,,,국민연금 수령자만 가입 가능,영업점,,"· 신용카드 결제계좌나 공과금 등 대금납부 목적의 계좌로 지정한 경우에, 결제·납부금액이 부족하거나 결제 납부취소 등이 발생한 때에는 제4조의 입금제한(입금은 압류 금지 수급금에 한한다)에 따라 고객이 영업점 창구에서 결제·납부금액을 직접 납부하거나 별도 지정계좌로의 입금 또는 직접 수령하는 방법으로 처리해야 함
· 이 설명서는 「금융소비자 보호에 관한 법률」 및 IBK기업은행의 내부통제기준에 따른 절차를거쳐 금융상품에 관한 중요한 사항을 이해하기 쉽도록 설명하기 위해 설명을 하기 전에 제공되는 자료로서, 상담일 이후 가입금액, 계약기간 등 변경에 의하여 일부 내용이 달라질 수 있으며 세법 · 관계법령, 약관 등이 변경되는 경우 변경된 내용이 적용됩니다.
동 상품과 관련하여 자세한 문의는 거래 영업점 또는 고객센터(1566-2566)로 문의주시기 바라오며, 상품가입 후 민원이 있을 경우 거래 영업점, 금융소비자지원부(080-800-0119) 또는 인터넷 홈페이지(www.ibk.co.kr)에 문의할 수 있습니다. 영업점 등을 통해 은행에 접수된 민원은 특별한 사정이 없는 한 14영업일 이내에 처리함을 원칙으로 하되, 기한 연장시 이에 대해 안내드리도록 하겠습니다. 또한 요청이 있는 경우 민원처리진행상황을 안내받으실 수 있으며, 금융소비자는 본 상품에 대해 당 은행과 분쟁이 있는 경우에는 금융소비자보호법 제36조 제1항에 따라 금융감독원 민원상담 센터(국번없이 1332) 또는 e-금융민원센터(http://www.fcsc.kr)에 분쟁조정을 신청할 수 있습니다.
IBK기업은행은 금품·향응을 받지 않습니다. 윤리경영 위반 사실이나 개선이 필요한 경우 신고해주시기 바랍니다. (☎02-729-7490, e-mail : ibkethics@ibk.co.kr)",1,,우대사항없음,,,,,,,,,,,,,,,,,,,,
189,IBK기업은행,IBK평생설계통장,,0.001,,,0.01,,,50만원이하,"보통예금: 예금의 이자는 매월 6월, 12월의 제2토요일 결산 후 익일에 지금
저축예금: 예금의 이자는 매월 3월, 6월, 9월, 12월 제2토요일 결산 후 익일에 지금
※ 예금의 이자는 최종거래일로부터 5년이 경과한 날부터는 이자에 원금을 더하지않고, 계좌해지 또는 추가 입출금 거래 발생일에 일괄계산하여 지급할 수 있습니다.",,,,"실명의 개인(개인사업자 제외, 1인 1계좌)",영업점,,"· 이 설명서는 「금융소비자 보호에 관한 법률」 및 IBK기업은행의 내부통제기준에 따른 절차를 거쳐 금융상품에 관한 중요한 사항을 이해하기 쉽도록 설명하기 위해 설명을 하기 전에 제공되는 자료로서, 상담일 이후 가입금액, 계약기간 등 변경에 의하여 일부 내용이 달라질 수 있으며 세법 · 관계법령, 약관 등이 변경되는 경우 변경된 내용이 적용됩니다.
동 상품과 관련하여 자세한 문의는 거래 영업점 또는 고객센터(1566-2566)로 문의주시기 바라오며, 상품가입 후 민원이 있을 경우 거래 영업점, 금융소비자지원부(080-800-0119) 또는 인터넷 홈페이지(www.ibk.co.kr)에 문의할 수 있습니다. 영업점 등을 통해 은행에 접수된 민원은 특별한 사정이 없는 한 14영업일 이내에 처리함을 원칙으로 하되, 기한 연장시 이에 대해 안내드리도록 하겠습니다. 또한 요청이 있는 경우 민원처리진행상황을 안내받으실 수 있으며, 금융소비자는 본 상품에 대해 당 은행과 분쟁이 있는 경우에는 금융소비자보호법 제36조 제1항에 따라 금융감독원 민원상담 센터(국번없이 1332) 또는 e-금융민원센터(http://www.fcsc.kr)에 분쟁조정을 신청할 수 있습니다.
IBK기업은행은 금품·향응을 받지 않습니다. 윤리경영 위반 사실이나 개선이 필요한 경우 신고해주시기 바랍니다. (☎02-729-7490, e-mail : ibkethics@ibk.co.kr)",1,,* 기타 : 0.9% [전월 연금 수급 실적이 있는 경우],,,,,,,,,,,,,,0.9%,,,,,,
190,IBK기업은행,IBK평생설계통장,,0.001,,,0.01,,,50만원초과~150만원이하,"보통예금: 예금의 이자는 매월 6월, 12월의 제2토요일 결산 후 익일에 지금
저축예금: 예금의 이자는 매월 3월, 6월, 9월, 12월 제2토요일 결산 후 익일에 지금
※ 예금의 이자는 최종거래일로부터 5년이 경과한 날부터는 이자에 원금을 더하지않고, 계좌해지 또는 추가 입출금 거래 발생일에 일괄계산하여 지급할 수 있습니다.",,,,"실명의 개인(개인사업자 제외, 1인 1계좌)",영업점,,"· 이 설명서는 「금융소비자 보호에 관한 법률」 및 IBK기업은행의 내부통제기준에 따른 절차를 거쳐 금융상품에 관한 중요한 사항을 이해하기 쉽도록 설명하기 위해 설명을 하기 전에 제공되는 자료로서, 상담일 이후 가입금액, 계약기간 등 변경에 의하여 일부 내용이 달라질 수 있으며 세법 · 관계법령, 약관 등이 변경되는 경우 변경된 내용이 적용됩니다.
동 상품과 관련하여 자세한 문의는 거래 영업점 또는 고객센터(1566-2566)로 문의주시기 바라오며, 상품가입 후 민원이 있을 경우 거래 영업점, 금융소비자지원부(080-800-0119) 또는 인터넷 홈페이지(www.ibk.co.kr)에 문의할 수 있습니다. 영업점 등을 통해 은행에 접수된 민원은 특별한 사정이 없는 한 14영업일 이내에 처리함을 원칙으로 하되, 기한 연장시 이에 대해 안내드리도록 하겠습니다. 또한 요청이 있는 경우 민원처리진행상황을 안내받으실 수 있으며, 금융소비자는 본 상품에 대해 당 은행과 분쟁이 있는 경우에는 금융소비자보호법 제36조 제1항에 따라 금융감독원 민원상담 센터(국번없이 1332) 또는 e-금융민원센터(http://www.fcsc.kr)에 분쟁조정을 신청할 수 있습니다.
IBK기업은행은 금품·향응을 받지 않습니다. 윤리경영 위반 사실이나 개선이 필요한 경우 신고해주시기 바랍니다. (☎02-729-7490, e-mail : ibkethics@ibk.co.kr)",1,,* 기타 : 0.9% [전월 연금 수급 실적 + 교차거래실적이 있는 경우],,,,,,,,,,,,,,0.9%,,,,,,
191,전북은행,JB PLUS YOUNG 통장(저축),,0.01,,,0.01,,,200만원이하,"･ 보통예금 : 예금의 이자는 매년 6월, 12월의 제4금요일에 셈하여 기준일에 이은 익일에 원금에 가산
･ 저축예금 : 예금의 이자는 매년 3월, 6월, 9월, 12월의 제4금요일에 셈하여 이은 익일에 원금에 가산",,,,만 18세 이상 만 34세 이하 실명의 개인 및 개인사업자 (1인 1계좌),상관없음,,"￭ 이 예금은 가입자가 만 35세가 되는 해의 다음연도에 일반보통예금 또는 일반저축예금으로 자동전환됩니다.
￭ 이 예금을 다른 예금으로 전환하는 경우에는 전환일로부터 이 예금과 관련된 서비스를 제공 받을 수 없습니다.
￭ 이 예금은 은행이 상계할 수 없습니다.
￭ 이 예금은 공동명의 가입을 할 수 없습니다.
￭ 이 상품은 전북은행 상품개발부에서 개발 및 관리하는 상품입니다. 본 상품에 대한 문의사항 또는 민원 상담이 필요하시면 영업점, 고객센터(1588-4477) 또는 인터넷 홈페이지(www.jbbank.co.kr)을 통해 문의주시기 바랍니다. 또한 본 상품에 대하여 당 은행과 분쟁이 있는 경우에는 금융소비자보호법에 따라 금융감독원 민원상담센터(국번없이 1332) 또는 e-금융민원센터(https://www.fcsc.kr)에 분쟁조정을 신청할 수 있습니다.",2,,우대사항없음,,,,,,,,,,,,,,,,,,,,
192,전북은행,JB PLUS YOUNG 통장(저축),,0.001,,,0.01,,,200만원초과,"･ 보통예금 : 예금의 이자는 매년 6월, 12월의 제4금요일에 셈하여 기준일에 이은 익일에 원금에 가산
･ 저축예금 : 예금의 이자는 매년 3월, 6월, 9월, 12월의 제4금요일에 셈하여 이은 익일에 원금에 가산",,,,만 18세 이상 만 34세 이하 실명의 개인 및 개인사업자 (1인 1계좌),상관없음,,"￭ 이 예금은 가입자가 만 35세가 되는 해의 다음연도에 일반보통예금 또는 일반저축예금으로 자동전환됩니다.
￭ 이 예금을 다른 예금으로 전환하는 경우에는 전환일로부터 이 예금과 관련된 서비스를 제공 받을 수 없습니다.
￭ 이 예금은 은행이 상계할 수 없습니다.
￭ 이 예금은 공동명의 가입을 할 수 없습니다.
￭ 이 상품은 전북은행 상품개발부에서 개발 및 관리하는 상품입니다. 본 상품에 대한 문의사항 또는 민원 상담이 필요하시면 영업점, 고객센터(1588-4477) 또는 인터넷 홈페이지(www.jbbank.co.kr)을 통해 문의주시기 바랍니다. 또한 본 상품에 대하여 당 은행과 분쟁이 있는 경우에는 금융소비자보호법에 따라 금융감독원 민원상담센터(국번없이 1332) 또는 e-금융민원센터(https://www.fcsc.kr)에 분쟁조정을 신청할 수 있습니다.",2,,우대사항없음,,,,,,,,,,,,,,,,,,,,
193,NH농협은행,NH x 카카오페이통장,,0.001,,,0.01,,,100만원이하,"매년 3월, 6월, 9월, 12월의 넷째 토요일(공휴일인 경우 직전 영업일)에 결산하여 다음날 입금(매일 최종잔액에 대하여 기본금리를 적용하여 계산)",,,,개인 (1인 1계좌),상관없음,,"￭ 상품내용 및 서비스는 시장 상황 등에 따라 변경 가능하며, 변경 시 인터넷 홈페이지 등에 공시합니다.
￭ 카카오페이 서비스 이용과 관련한 사항은 주식회사 카카오페이의 「카카오페이 이용약관」, 「카카오페이 전자금융거래약관」 등을 참고하시기 바랍니다.
▸ 카카오톡 > 더보기 > 카카오페이 > 설정 > 약관 및 정책
￭ 본 상품에 대한 문의사항이나 민원상담이 필요하시면 영업점, 고객행복센터(1661-3000, 1522-3000) 또는 인터넷 홈페이지(http://banking.nonghyup.com)를 통해 문의주시기 바랍니다. 또한 본 상품에 대하여 당 은행과 분쟁이 있는 경우에는 금융소비자보호법에 따라 금융감독원 민원상담 센터(국번없이 1332) 또는 e-금융민원센터(https://www.fcsc.kr)에 분쟁조정을 신청할 수 있습니다. (상품개발부서 : 마케팅지원부)",1,,"* 카드실적 : 0.9% [이 예금에서 카카오페이 실적이 월 2회 이상 있는 경우, 카카오페이(카카오머니) 요청에 의한 해당 월 펌뱅킹 출금 횟수 기준, 일별 잔액 100만원 이하 금액에 적용, 결산일이 속한 달(3월, 6월, 9월, 12월)의 전월부터 과거 3개월 동안 우대조건 중 한 개 이상 충족한 월이 2개월 이상인 경우, 해당은행과 중복 불가]
* 해당은행 : 0.9% [올원뱅크회원으로서 이 예금의 월 평균 잔액이 50만원 이상인 경우, 가입 후 해당 월 로그인 실적 1회 이상(월말기준 유효회원에 한함), 일별 잔액 100만원 이하 금액에 적용], 결산일이 속한 달(3월, 6월, 9월, 12월)의 전월부터 과거 3개월 동안 우대조건 중 한 개 이상 충족한 월이 2개월 이상인 경우, 카드실적과 중복 불가]
",,,,0.9%,,,,,0.9%,,,,,,,,,,,
194,NH농협은행,NH x 카카오페이통장,,0.001,,,0.01,,,100만원초과,"매년 3월, 6월, 9월, 12월의 넷째 토요일(공휴일인 경우 직전 영업일)에 결산하여 다음날 입금(매일 최종잔액에 대하여 기본금리를 적용하여 계산)",,,,개인 (1인 1계좌),상관없음,,"￭ 상품내용 및 서비스는 시장 상황 등에 따라 변경 가능하며, 변경 시 인터넷 홈페이지 등에 공시합니다.
￭ 카카오페이 서비스 이용과 관련한 사항은 주식회사 카카오페이의 「카카오페이 이용약관」, 「카카오페이 전자금융거래약관」 등을 참고하시기 바랍니다.
▸ 카카오톡 > 더보기 > 카카오페이 > 설정 > 약관 및 정책
￭ 본 상품에 대한 문의사항이나 민원상담이 필요하시면 영업점, 고객행복센터(1661-3000, 1522-3000) 또는 인터넷 홈페이지(http://banking.nonghyup.com)를 통해 문의주시기 바랍니다. 또한 본 상품에 대하여 당 은행과 분쟁이 있는 경우에는 금융소비자보호법에 따라 금융감독원 민원상담 센터(국번없이 1332) 또는 e-금융민원센터(https://www.fcsc.kr)에 분쟁조정을 신청할 수 있습니다. (상품개발부서 : 마케팅지원부)",1,,우대사항없음,,,,,,,,,,,,,,,,,,,,
