financial_company,product_name,saving_method,interest_rate_before_tax,interest_rate_after_tax,example_interest_after_tax,highest_preferential_rate,actual_interest_rate,interest_calculation_method,period,comparison_announcement_date,contact_department_and_number,preferential_conditions,eligible_customers,subscription_method,post_maturity_interest_rate,additional_notes,rating,cluster_number,preferential_conditions_summary,salary_transfer,marketing_consent,automatic_transfer,card_performance,first_transaction,housing_subscription,non_face_to_face,branch,specific_bank,transfer_count,maturity,variable_interest_rate,event,others,age,environment,newlywed,pet_owner,office_worker,travel
고려저축은행,씨앗정기적금,정액적립식,3.00%,2.54%,140859,3.00%,,단리,36개월,2023-02-02,영업추진팀051-640-9023,*18개월이상 가입건 중 만기원금 전액 예금으로 가입시 예금 +0.2% (증액불가),제한없음,영업점,"*2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)
*2019.07.01 가입분부터 
1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율
1개월초과: 보통예금이자율(현재0.1%)",-,4,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
다올저축은행,직장인YES 정기적금,정액적립식,3.00%,2.54%,140859,3.00%,,단리,36개월,2022-04-29,(고객문의) 1544-6700 (공시담당) 기획팀,[※유의사항] -가입대상: 직장인 (증빙서류 제출) -1인 1계좌 / 영업점 전용상품 -인터넷뱅킹가입 필수 -가입금액: 최대 월 불입액 30만원,개인 (직장인),영업점,"- 1개월 까지 : 당초 약정이율과 만기 시 약정이율을 비교하여 낮은 금리 적용 
- 1개월 초과 : 연0.1%","* 중도해지이율 (입금액마다 경과기간별 차등 적용) 
- 1개월미만 : 가입일의 보통예금 금리 
- 6개월미만 : 약정이율X50% 
- 9개월미만 : 약정이율X55%
- 12개월미만 : 약정이율X60% 
- 12개월이상 : 약정이율X70%",3,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
다올저축은행,퍼스트유 정기적금,정액적립식,3.00%,2.54%,140859,3.00%,,단리,36개월,2022-04-29,(고객문의) 1544-6700 (공시담당) 기획팀,[※유의사항] -가입대상: 당행 첫거래 고객 -1인 1계좌 / 영업점 전용상품 -인터넷뱅킹가입 필수 (미성년자 제외) -가입금액: 최대 월 불입액 20만원,개인 (당행 첫거래 고객),영업점,"- 1개월 까지 : 당초 약정이율과 만기 시 약정이율을 비교하여 낮은 금리 적용 
- 1개월 초과 : 연0.1%","* 중도해지이율 (입금액마다 경과기간별 차등 적용) 
- 1개월미만 : 가입일의 보통예금 금리 
- 6개월미만 : 약정이율X50% 
- 9개월미만 : 약정이율X55% 
- 12개월미만 : 약정이율X60% 
- 12개월이상 : 약정이율X70%",3,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
드림저축은행,인터넷 정기적금,정액적립식,3.00%,2.54%,140859,3.00%,,단리,36개월,2023-11-06,경영지원부 053-663-5027,-,- 제한없음,온라인,"-1개월 이내: 공시이율과 약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-인터넷 전용,3,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
드림저축은행,정기적금,정액적립식,3.00%,2.54%,140859,3.00%,,단리,36개월,2023-11-06,경영지원부 053-663-5027,-,- 제한없음,영업점,"-1개월 이내: 공시이율과 약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,3,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
드림저축은행,톡톡 정기적금 (비대면),정액적립식,3.00%,2.54%,140859,3.00%,,단리,36개월,2023-11-06,경영지원부 053-663-5027,-,- 제한없음,온라인,"-1개월 이내: 공시이율과 약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리","-스마트폰
전용",3,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
라온저축은행,정기적금,정액적립식,3.00%,2.54%,140859,3.00%,,단리,36개월,2023-04-03,기획총무팀 070-5020-2906,-,제한없음,모두가능,"1개월이하:당초 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은이율
1개월초과:보통예금이율",최소금액 1만원이상,5,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
바로저축은행,정기적금(월수),정액적립식,3.00%,2.54%,140859,3.00%,,단리,36개월,2022-09-13,(예/적금) 자금효율부 02-3467-0157 (공시) 영업기획부 02-3467-0107,없음,제한 없음,영업점,"* 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리 
* 만기후 1개월 초과 : 보통예금 금리",1. 최소납입금액 10000원 이상,3,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
스타저축은행,스타e_정기적금,정액적립식,3.00%,2.54%,140859,3.00%,,단리,36개월,2023-11-13,융자부 0632776611,없음,제한없음,온라인,"*만기후 1개월이하: 최초 약정이율과 만기시점 이율 중 낮은 금리 적용
만기후 1개월 초과: 보통예금 금리 적용",없음,3,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
스타저축은행,정기적금,정액적립식,3.00%,2.54%,140859,3.00%,,단리,36개월,2023-11-13,융자부 0632776611,없음,제한없음,영업점,"*만기후 1개월이하: 최초 약정이율과 만기시점 이율 중 낮은 금리 적용
만기후 1개월 초과: 보통예금 금리 적용",없음,3,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
신한저축은행,정기적금,정액적립식,3.00%,2.54%,140859,3.00%,,단리,36개월,2023-10-23,공시담당: 전략기획부 02-2229-4019 예금문의: 1644-7777 대출문의: 1800-3651,▶탄소포인트제(에코마일리지) 가입 인증 완료시 0.5% 우대금리 제공 *12개월 가입에 한하여 1인1계좌 가입가능,제한없음,영업점,"- 1개월 이내 : 약정금리
- 1개월 초과 : 보통예금금리","- 이자지급방식 : 만기일시지급
- 가입방법 : 영업점 방문
- 해지방법 : 영업점 방문 또는 인터넷홈페이지/모바일앱에 접속하여 해약",2,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
아산저축은행,정기적금,정액적립식,3.00%,2.54%,140859,3.00%,,단리,36개월,2022-11-15,영업부0415379000,없음,제한없음,영업점,1개월 내 : 가입시점 만기시점 비교 낮은 단리이율 적용 이후 보통예금 금리 적용,없음,3,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
아산저축은행,정기적금,정액적립식,3.00%,2.54%,144398,3.00%,,복리,36개월,2022-11-15,영업부0415379000,없음,제한없음,영업점,1개월 내 : 가입시점 만기시점 비교 낮은 단리이율 적용 이후 보통예금 금리 적용,없음,3,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
예가람저축은행,예가람 멤버십 정기적금,정액적립식,3.00%,2.54%,140859,3.50%,,단리,36개월,2023-10-04,영업추진팀 공시담당:0269067000 상품문의:1877-7788,*인터넷뱅킹가입*거래기간 1년이상*정기예금 1천만원이상 또는 계약금액 이상예치*현재 정기적금 거래 또는 만기후 신규재가입*현재 여신상품거래 또는 완납,제한없음,영업점,"* 만기후 1개월 이내 : 가입당시 약정금리
* 만기후 1개월 초과 : 보통예금금리",영업점 전용상품,3,,* 기타 : 0.5% [세부 항목별 우대금리 확인 불가 (인터넷뱅킹가입 거래기간 1년이상 정기예금 1천만원이상 또는 계약금액 이상예치 현재 정기적금 거래 또는 만기후 신규재가입 현재 여신상품거래 또는 완납)],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5%,NA,NA,NA,NA,NA,NA
토스뱅크 주식회사,토스뱅크 자유 적금,자유적립식,3.00%,2.54%,-,5.00%,,단리,36개월,2023-10-20,수신스쿼드 02-6713-1951 여신스쿼드 02-6713-1970,· 적금 가입 시 설정되는 월 단위 자동이체를 모두 성공하는 경우 : 연 2.00% 제공,· 토스뱅크 통장 또는 토스뱅크 서브 통장을 보유한 실명의 개인,온라인,"· 만기 후 1개월 이내 : 만기시점 기본금리 X 50% 
· 만기 후 1개월 초과 3개월 이내 : 만기시점 기본금리 X 20% 
· 만기 후 3개월 초과 : 연 0.10%","· 1인 1계좌 (단 이벤트 등으로 토스뱅크가 복수의 계좌개설을 허용하는 경우 추가 개설 가능)
· 가입금액 : 0원 이상 300만원 이하
· 우대금리는 만기 해지하는 경우에만 제공됨",4,,* 자동이체 : 2.0%,NA,NA,2.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
고려저축은행,정기적금(비대면),정액적립식,2.90%,2.45%,136164,2.90%,,단리,36개월,2023-02-02,영업추진팀051-640-9023,-,제한없음,온라인,"*2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)
*2019.07.01 가입분부터 
1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율
1개월초과: 보통예금이자율(현재0.1%)",-,4,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
대백저축은행,꿈나무정기적금,정액적립식,2.90%,2.45%,136164,-,,단리,36개월,2022-05-11,총무부053-742-3301,해당없음,제한없음,온라인,"*1개월이내-약정이율과 현행이율중 낮은이율 
*1개월 초과-보통예금이율(0.2%)",-,5,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
대신저축은행,정기적금,자유적립식,2.90%,2.45%,-,2.90%,,단리,36개월,2023-07-03,경영지원부 1644-5600,없음,모든고객,모두가능,"* 만기후 1개월이내: 당초 약정이율과 만기시점 해당상품 신규 약정이율 중 낮은이율
* 만기후 1개월초과: 만기시점 보통예금 이율 (현재 0.1%)",없음,4,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
우리은행,우리SUPER주거래적금,정액적립식,2.85%,2.41%,133816,4.75%,,단리,36개월,2023-10-20,개인고객부 1588-5000 부동산금융부 1588-5000,- 최대 연 1.9%p 우대 1. 신규 시 최대 1.0%p ①첫 거래 고객 : 연 1.0%p 2.거거래기간 실적 충족시 최대 0.9%p ①급여연금이체를 하거나 다이렉트 해외송금 실적: 연 0.5%p ②공과금 자동이체 : 연 0.2%p ③우리카드실적 및 당행 결제계좌 지정 : 연 0.2%p,실명의 개인,모두가능,"만기 후
- 1개월이내 : 만기시점약정이율×50%
- 1개월초과 6개월이내: 만기시점약정이율×30%
- 6개월초과 : 만기시점약정이율×20%

※ 만기시점 약정이율 : 일반정기적금 금리","-거래실적인정기간:신규일이 포함된 달로부터 만기일이 속한 달의 전전달까지
-우대조건 필수 충족기간 : 1년: 6개월 이상 / 2년: 12개월 이상 / 3년 : 18개월 이상",1,,"* 최초거래 : 1.0%
* 만기 : 0.9%
* 급여이체 : 0.5% [연금이체 다이렉트 해외송금 실적]
* 자동이체 : 0.2%
* 카드실적 : 0.2%",0.5%,NA,0.2%,0.2%,1.0%,NA,NA,NA,NA,NA,0.9%,NA,NA,NA,NA,NA,NA,NA,NA,NA
한화저축은행,e뱅킹정기적금,자유적립식,2.85%,2.41%,-,2.85%,,단리,36개월,2023-11-01,재무관리팀 0326575000,-,인터넷뱅킹 스마트폰뱅킹 전용,온라인,"- 만기 후 1개월 이하: 만기일 현재 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,3,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
고려저축은행,정기적금,정액적립식,2.80%,2.37%,131468,2.80%,,단리,36개월,2023-02-02,영업추진팀051-640-9023,-,제한없음,영업점,"*2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)
*2019.07.01 가입분부터 
1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율
1개월초과: 보통예금이자율(현재0.1%)",-,4,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
수협은행,Sh평생주거래우대적금,정액적립식,2.80%,2.37%,131468,4.00%,,단리,36개월,2023-10-20,개인금융부(수신) 1588-1515 개인금융부(여신) 1588-1515,*최대우대금리:1.2% 신규시적용금리 -자동이체출금3건이상:0.2% -최초예적금고객/재예치/장기거래각0.05%(최대0.1%) 만기시적용금리:최대0.9% -급여연금이체/수협카드결제각0.3% -공과금이체최대0.3% ※단위:연%p,실명의 개인,영업점,"* 만기후 1년 이내
 - 만기당시 정기적금 
계약기간별 기본금리 1/2
* 만기후 1년 초과
 - 만기당시 보통예금 기본금리","- 1인 1계좌 
- 월 가입한도 : 100만원",2,,"* 급여이체 : 0.3% [급여연금이체/수협카드결제/공과금이체최대 각각 적용가능]
* 최초거래 : 0.05% [최초예적금고객]
* 해당은행 : 0.05% [고객재예치시 혹은 장기거래]
* 자동이체 : 0.2% [자동이체 출금 3건이상 공과금 0.1% 가산]",0.3%,NA,0.2%,NA,0.05%,NA,NA,NA,0.05%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
애큐온저축은행,직장인우대적금,정액적립식,2.80%,2.37%,131468,3.30%,,단리,36개월,2023-05-23,ESG경영팀 0234852434,최대 연0.50% 우대금리적용 ※우대금리 적용조건 ①첫거래고객(가입시점 당행에 적립식 및 거치식예금 미보유고객):연0.2% ②전자금융거래로 이체/신규/만기해지 7회이상(신규가입일~만기일):연 0.1% ③개인정보수집이용동의(마케팅목적):연 0.1% ④인터넷뱅킹으로 정기적금 신규가입하는경우:연0.05% ⑤모바일뱅킹으로 정기적금 신규가입하는경우:연0.10%,만 19세이상 직장인,모두가능,"만기후 1개월 이내 해지 시 : 약정금리(2019.07.01 신규부터 적용)
만기후 1개월 초과 이후 해지 시 : 보통예금이율(2019.07.01 신규부터 적용)","불입금액 : 1만원 이상
1인 1계좌",4,,"* 최초거래 : 0.2%
* 해당은행 : 0.1% [전자금융거래로 이체/신규/만기해지 7회이상(신규가입일~만기일)] 
* 마케팅동의 : 0.1% 
* 비대면 : 0.05% [모바일시 0.05% 가산]",NA,0.1%,NA,NA,0.2%,NA,0.05%,NA,0.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
애큐온저축은행,직장인우대적금,정액적립식,2.80%,2.37%,134548,3.30%,,복리,36개월,2023-05-23,ESG경영팀 0234852434,최대 연0.50% 우대금리적용 ※우대금리 적용조건 ①첫거래고객(가입시점 당행에 적립식 및 거치식예금 미보유고객):연0.2% ②전자금융거래로 이체/신규/만기해지 7회이상(신규가입일~만기일):연 0.1% ③개인정보수집이용동의(마케팅목적):연 0.1% ④인터넷뱅킹으로 정기적금 신규가입하는경우:연0.05% ⑤모바일뱅킹으로 정기적금 신규가입하는경우:연0.10%,만 19세이상 직장인,모두가능,"만기후 1개월 이내 해지 시 : 약정금리(2019.07.01 신규부터 적용)
만기후 1개월 초과 이후 해지 시 : 보통예금이율(2019.07.01 신규부터 적용)","불입금액 : 1만원 이상
1인 1계좌",4,,"* 최초거래 : 0.2%
* 해당은행 : 0.1% [전자금융거래로 이체/신규/만기해지 7회이상(신규가입일~만기일)] 
* 마케팅동의 : 0.1% 
* 비대면 : 0.05% [모바일시 0.05% 가산]",NA,0.1%,NA,NA,0.2%,NA,0.05%,NA,0.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
조은저축은행,정기적금(서울본점),정액적립식,2.80%,2.37%,131468,2.80%,,단리,36개월,2023-11-02,(재무팀0222600758),*최고우대금리 : 0.1% -자영업자 직장인(증빙서류제출-재직증명서 사업자등록증 명함 사원카드) : 0.1%,제한없음,영업점,"- 1개월이내 해지: 만기시 동일상품 동일계약기간의 신규약정금리
'- 1개월초과 이후 해지: 보통예금 이율",없음,4,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
조은저축은행,정기적금(여수지점),정액적립식,2.80%,2.37%,131468,2.80%,,단리,36개월,2023-11-02,(재무팀0222600758),*최고우대금리 : 0.1% -자영업자 직장인(증빙서류제출-재직증명서 사업자등록증 명함 사원카드) : 0.1%,제한없음,영업점,"- 1개월이내 해지: 만기시 동일상품 동일계약기간의 신규약정금리
'- 1개월초과 이후 해지: 보통예금 이율",없음,4,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
조은저축은행,e-정기적금,정액적립식,2.80%,2.37%,131468,2.80%,,단리,36개월,2023-11-02,(재무팀0222600758),없음,제한없음,온라인,"- 1개월이내 해지: 만기시 동일상품 동일계약기간의 신규약정금리
'- 1개월초과 이후 해지: 보통예금 이율",없음,4,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
한화저축은행,한화가족사랑정기적금,자유적립식,2.80%,2.37%,-,2.80%,,단리,36개월,2023-11-01,재무관리팀 0326575000,-,없음,영업점,"- 만기 후 1개월 이하: 만기일 현재 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,3,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
제이티친애저축은행,비대면 정기적금,정액적립식,2.80%,2.37%,131468,2.80%,,단리,36개월,2022-09-20,경영기획부 15990060,-,제한없음,온라인,"-1개월 이내 해지시 : 약정이율 적용 
-1개월 초과 이후 해지시 : 보통예금 금리 적용",없음,5,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
우리금융저축은행,e-정기적금,정액적립식,2.70%,2.28%,126773,2.70%,,단리,36개월,2022-06-17,고객문의: 1599-0776 (공시) 영업기획부,인터넷/스마트폰뱅킹 가입 시 0.1% 우대,제한없음,온라인,"*만기 후 1개월 이내: 가입 시 약정이율과 만기 시 판매이율 중 낮은금리 적용 
*1개월 초과 시 : 연0.3% 
*2019.07.01. 이후 가입분 부터적용.이전가입분은 연0.3%","*중도해지 시 예치기간에 따라 차등 적용 
■1개월미만: 연0.3% (보통예금이율) 
■1개월이상 3개월미만: 약정이율 x 50% 
■3개월이상 6개월미만: 55% 
■6개월이상 12개월미만: 60% 
■12개월이상: 70% 
단 2019.07.01. 이후 가입분 부터적용. 이전가입분은 3개월미만 연0.5%6개월미만 연1.0% 6개월이상 연1.5%",3,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
한국산업은행,정기적금,정액적립식,2.70%,2.28%,126773,2.70%,,단리,36개월,2023-11-13,(예금)수신기획부 02-787-7410 (개인대출)지역성장지원실 051-640-3372 (기업대출)영업기획부 02-787-6929,해당없음,제한없음,영업점,지급일 현재 고시된 일반정기예금 만기후 이자율 적용,해당없음,2,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
흥국저축은행,비대면 정기적금,정액적립식,2.70%,2.28%,126773,2.70%,,단리,36개월,2022-09-30,(경영지원팀 051-925-2100),없음,제한없음,온라인,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기적금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,2,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
흥국저축은행,E-정기적금,정액적립식,2.70%,2.28%,126773,2.70%,,단리,36개월,2022-09-30,(경영지원팀 051-925-2100),없음,제한없음,온라인,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기적금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,2,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
흥국저축은행,S-정기적금,정액적립식,2.70%,2.28%,126773,2.70%,,단리,36개월,2022-09-30,(경영지원팀 051-925-2100),없음,제한없음,온라인,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기적금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,2,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
제이티친애저축은행,정기적금,정액적립식,2.70%,2.28%,126773,2.70%,,단리,36개월,2022-09-20,경영기획부 15990060,-,제한없음,모두가능,"-1개월 이내 해지시 : 약정이율 적용 
-1개월 초과 이후 해지시 : 보통예금 금리 적용",없음,5,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
우리은행,우리SUPER주거래적금,자유적립식,2.65%,2.24%,-,4.55%,,단리,36개월,2023-10-20,개인고객부 1588-5000 부동산금융부 1588-5000,- 최대 연 1.9%p 우대 1. 신규 시 최대 1.0%p ①첫 거래 고객 : 연 1.0%p 2.거거래기간 실적 충족시 최대 0.9%p ①급여연금이체를 하거나 다이렉트 해외송금 실적: 연 0.5%p ②공과금 자동이체 : 연 0.2%p ③우리카드실적 및 당행 결제계좌 지정 : 연 0.2%p,실명의 개인,모두가능,"만기 후
- 1개월이내 : 만기시점약정이율×50%
- 1개월초과 6개월이내: 만기시점약정이율×30%
- 6개월초과 : 만기시점약정이율×20%

※ 만기시점 약정이율 : 일반정기적금 금리","-거래실적인정기간:신규일이 포함된 달로부터 만기일이 속한 달의 전전달까지
-우대조건 필수 충족기간 : 1년: 6개월 이상 / 2년: 12개월 이상 / 3년 : 18개월 이상",1,,"* 최초거래 : 1.0%
* 만기 : 0.9%
* 급여이체 : 0.5% [연금이체 다이렉트 해외송금 실적]
* 자동이체 : 0.2%
* 카드실적 : 0.2%",0.5%,NA,0.2%,0.2%,1.0%,NA,NA,NA,NA,NA,0.9%,NA,NA,NA,NA,NA,NA,NA,NA,NA
우리금융저축은행,정기적금,정액적립식,2.60%,2.20%,122078,2.70%,,단리,36개월,2022-06-17,고객문의: 1599-0776 (공시) 영업기획부,인터넷/스마트폰뱅킹 가입 시 0.1% 우대,제한없음,영업점,"*만기 후 1개월 이내: 가입 시 약정이율과 만기 시 판매이율 중 낮은금리 적용 
*1개월 초과 시 : 연0.3% 
*2019.07.01. 이후 가입분 부터적용.이전가입분은 연0.3%","*중도해지 시 예치기간에 따라 차등 적용 
■1개월미만: 연0.3% (보통예금이율) 
■1개월이상 3개월미만: 약정이율 x 50% 
■3개월이상 6개월미만: 55% 
■6개월이상 12개월미만: 60% 
■12개월이상: 70% 
단 2019.07.01. 이후 가입분 부터적용. 이전가입분은 3개월미만 연0.5%6개월미만 연1.0% 6개월이상 연1.5%",3,,* 비대면 : 0.1%,NA,NA,NA,NA,NA,NA,0.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
우리저축은행,정기적금(월수)(비대면),정액적립식,2.60%,2.20%,122078,2.60%,,단리,36개월,2021-08-13,여신팀0518119426,없음,제한없음,온라인,"- 만기 후 1개월 이내 : 약정금리와 현재금리 비교 후 낮은 금리
- 만기 후 1개월 초과 : 보통예금이율",없음,5,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
흥국저축은행,정기적금,자유적립식,2.60%,2.20%,-,2.60%,,단리,36개월,2022-09-30,(경영지원팀 051-925-2100),없음,제한없음,영업점,- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기적금 금리중 낮은 금리 적용 - 만기 후 1개월 초과: 보통예금 이율,없음,2,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
흥국저축은행,정기적금,정액적립식,2.60%,2.20%,122078,2.60%,,단리,36개월,2022-09-30,(경영지원팀 051-925-2100),없음,제한없음,영업점,- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기적금 금리중 낮은 금리 적용 - 만기 후 1개월 초과: 보통예금 이율,없음,2,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
오케이저축은행,OK e-정기적금,정액적립식,2.60%,2.20%,122078,2.60%,,단리,36개월,2022-11-10,경영기획부 02-3704-9856 수신 금리문의 : 1899-7979,없음,제한없음,온라인,"-만기 후 1개월 이하: 약정이율 혹은 만기시점 해당상품 이율 중 낮은 이율 
-만기 후 1개월 초과: 연0.1%","1. 가입금액: 1만원 이상
2. 인터넷뱅킹 모바일뱅킹 전용상품",3,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
대백저축은행,한마음정기적금,정액적립식,2.50%,2.12%,117383,2.50%,,단리,36개월,2021-08-13,총무부053-742-3301,해당없음,제한없음,영업점,보통예금이율(0.2%),해당없음,5,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
부산은행,너만Solo 적금,자유적립식,2.50%,2.12%,-,9.00%,,단리,36개월,2023-10-31,(예금)마케팅추진부 051-620-3339 (대출)여신기획부 051-620-3423 실제 상담은 인근 영업점이나 당행 콜센터(1588-6200)로 문의,*우대이율 최대 6.50% -가입기간 중 결혼 시: 5.00% -상품가입자간 결혼 시 추가우대: 0.50% -신규고객우대: 0.50% -당행 주택청약종합저축 보유: 0.20% -입출금계좌 평잔 우대: 0.30%,"만 19세~만39세 실명의 개인고객
(1인 1계좌)",온라인,"- 만기후 1년이내:가입기간별 일반정기적금 기본이율 x 50%
- 만기후 1년초과:가입기간별 일반정기적금 기본이율 x 20%","1. 가입한도: 월 1만원 이상 30만원 이하 원단위
2. 자유적립식",1,,"* 신혼 : 5.5% [ 가입기간 결혼시 상품가입자간 결혼시 추가우대 0.5% 가산 가능]
* 최초거래 : 0.5%
* 주택청약 : 0.2% 
* 해당은행 : 0.3% [입출금계좌 평잔 우대]",NA,NA,NA,NA,0.5%,0.2%,NA,NA,0.3%,NA,NA,NA,NA,NA,NA,NA,5.5%,NA,NA,NA
우리저축은행,정기적금(월수),정액적립식,2.50%,2.12%,117383,2.50%,,단리,36개월,2021-08-13,여신팀0518119426,없음,제한없음,영업점,"- 만기 후 1개월 이내 : 약정금리와 현재금리 비교 후 낮은 금리
- 만기 후 1개월 초과 : 보통예금이율",없음,5,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
